"fhudcode","fhudname","phic_name","regname","provcode","provname","citycode","cityname","facility_type_code","pan"
"DOH000000000003257","PARANG RURAL HEALTH UNIT","PARANG RHU","ARMM","1538","MAGUINDANAO","153811","PARANG","RHU","P15025865"
"DOH000000000003259","BAYANGA BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","BHS",
"DOH000000000003262","DUMARAN RURAL HEALTH UNIT","DUMARAN RURAL HEALTH UNIT","Region 4B","1753","PALAWAN","175311","DUMARAN","RHU","P42026078"
"DOH000000000003267","TUGATOG HEALTH CENTER","TUGATOG HEALTH CENTER/ CITY GOVERNMENT OF VALENZUELA","NCR","1375","NCR   THIRD DISTRICT","137504","CITY OF VALENZUELA","RHU","P91026154"
"DOH000000000003275","TOMINAMOS BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086017","SANTA RITA","BHS",
"DOH000000000003276","GANDARA RURAL HEALTH UNIT","RURAL HEALTH UNIT GANDARA","Region 8","0860","WESTERN SAMAR","086007","GANDARA","RHU","P08025166"
"DOH000000000003279","PALANAS RURAL HEALTH UNIT","RHU PALANAS","Region 5","0541","MASBATE","054115","PALANAS","RHU","P05024620"
"DOH000000000003282","SANTO NIÑO (FAIRE) RURAL HEALTH UNIT","STO. NI?O MUNICIPAL HEALTH OFFICE","Region 2","0215","CAGAYAN","021526","SANTO NIÃ‚ÂO (FAIRE)","RHU","P02026808"
"DOH000000000003292","BASAG BARANGAY HEALTH STATION",,"Region 5","0505","ALBAY","050508","CITY OF LIGAO","BHS",
"DOH000000000003295","BALLESTEROS RURAL HEALTH UNIT","RURAL HEALTH UNIT - BALLESTEROS","Region 2","0215","CAGAYAN","021507","BALLESTEROS","RHU","P02026996"
"DOH000000000003311","SAN MARIANO RURAL HEALTH UNIT AND BIRTHING CENTER","SAN MARIANO RURAL HEALTH UNIT AND BIRTHING CENTER","Region 2","0231","ISABELA","023131","SAN MARIANO","RHU","P02024265"
"DOH000000000003320","BAYANAN HEALTH CENTER (MAIN)","CITY GOVERNMENT OF MUNTINLUPA/BAYANAN MAIN HEALTH CENTER","NCR","1376","NCR   FOURTH DISTRICT","137603","CITY OF MUNTINLUPA","RHU","P92027130"
"DOH000000000003322","ISABELA RURAL HEALTH UNIT-WEST","RHU 2 ISABELA WEST","Region 9","0997","CITY OF ISABELA","099701","CITY OF ISABELA (Capital)","RHU","P15026895"
"DOH000000000003336","VILLANUEVA RURAL HEALTH UNIT","VILLANUEVA MUNICPAL HEALTH OFFICE","Region 10","1043","MISAMIS ORIENTAL","104326","VILLANUEVA","RHU","P10026902"
"DOH000000000003342","MAGALLANES RURAL HEALTH UNIT AND FAMILY PLANNING CENTER","MAGALLANES RURAL HEALTH UNIT","CARAGA","1602","AGUSAN DEL NORTE","160208","MAGALLANES","RHU","P14025694"
"DOH000000000003345","PALUAN RURAL HEALTH UNIT","PALUAN RURAL HEALTH UNIT","Region 4B","1751","OCCIDENTAL MINDORO","175107","PALUAN","RHU","P42026049"
"DOH000000000003348","LAMITAN RURAL HEALTH UNIT-WEST","RHU 4 LAMITAN WEST","ARMM","1507","BASILAN","150702","LAMITAN","RHU","P15026900"
"DOH000000000003357","TABIGUIAN BARANGAY HEALTH STATION",,"Region 5","0505","ALBAY","050517","CITY OF TABACO","BHS",
"DOH000000000003360","HILONGOS RURAL HEALTH UNIT II","HILONGOS RURAL HEALTH UNIT-II ","Region 8","0837","LEYTE","083719","HILONGOS","RHU","P08025097"
"DOH000000000003361","CABA RURAL HEALTH UNIT","CABA RURAL HEALTH UNIT","Region 1","0133","LA UNION","013309","CABA","RHU","P01026829"
"DOH000000000003367","MABINI (DOÑA ALICIA) RURAL HEALTH UNIT","LGU-MABINI MUNICIPAL HEALTH OFFICE","Region 11","1182","COMPOSTELA VALLEY","118203","MABINI (DOÃ‚ÂA ALICIA)","RHU","P11025495"
"DOH000000000003368","BALILIHAN RURAL HEALTH UNIT","BALILIHAN MUNICIPAL HEALTH OFFICE ","Region 7","0712","BOHOL","071206","BALILIHAN","RHU","P07024906"
"DOH000000000003369","CABATUAN RURAL HEALTH UNIT","MUNICIPAL HEALTH OFFICE OF CABATUAN","Region 2","0231","ISABELA","023107","CABATUAN","RHU","P02024290"
"DOH000000000003370","MERIDA RURAL HEALTH UNIT","MERIDA RURAL HEALTH UNIT ","Region 8","0837","LEYTE","083736","MERIDA","RHU","P08025084"
"DOH000000000003372","LINGIG MUNICIPAL HEALTH OFFICE AND BIRTHING FACILITY","LINGIG MUNICIPAL HEALTH OFFICE AND BIRTHING FACILITY","CARAGA","1668","SURIGAO DEL SUR","166812","LINGIG","RHU","P14025756"
"DOH000000000003401","LORETO MUNICIPAL HEALTH OFFICE","LORETO RURAL HEALTH UNIT","CARAGA","1685","DINAGAT ISLANDS","168505","LORETO","RHU","P14025714"
"DOH000000000003404","TAMPAKAN RURAL HEALTH UNIT","RHU-TAMPAKAN","Region 12","1263","SOUTH COTABATO","126314","TAMPAKAN","RHU","P12025537"
"DOH000000000003406","PAOAY MUNICIPAL HEALTH OFFICE","PAOAY MUNICIPAL HEALTH OFFICE ","Region 1","0128","ILOCOS NORTE","012816","PAOAY","RHU","P01024087"
"DOH000000000003433","ABRA DE ILOG RURAL HEALTH UNIT","MUNICIPAL HEALTH OFFICE LGU - ABRA DE ILOG","Region 4B","1751","OCCIDENTAL MINDORO","175101","ABRA DE ILOG","RHU","P42026106"
"DOH000000000003434","NAMPICUAN RURAL HEALTH UNIT","NAMPICUAN RHU","Region 3","0349","NUEVA ECIJA","034918","NAMPICUAN","RHU","P03028416"
"DOH000000000003435","DATU SAUDI AMPATUAN RURAL HEALTH UNIT","DATU SAUDI AMPATUAN RURAL HEALTH UNIT ","ARMM","1538","MAGUINDANAO","153826","DATU SAUDI-AMPATUAN","RHU","P15025854"
"DOH000000000003436","RIZAL (MARCOS) RURAL HEALTH UNIT","RIZAL RURAL HEALTH UNIT","Region 4B","1753","PALAWAN","175323","RIZAL (MARCOS)","RHU","P42026107"
"DOH000000000003437","SAN JOSE CITY RURAL HEALTH UNIT I","SAN JOSE CITY RHU I","Region 3","0349","NUEVA ECIJA","034926","SAN JOSE CITY","RHU","P03028240"
"DOH000000000003439","ORANI RURAL HEALTH UNIT","ORANI RURAL HEALTH UNIT ","Region 3","0308","BATAAN","030809","ORANI","RHU","P03024343"
"DOH000000000003443","DAUIS MUNICIPAL HEALTH OFFICE","RURAL HEALTH UNIT OF DAUIS","Region 7","0712","BOHOL","071219","DAUIS","RHU","P07024894"
"DOH000000000003445","SAN JOSE RURAL HEALTH UNIT","SAN JOSE RHU","Region 6","0606","ANTIQUE","060613","SAN JOSE (Capital)","RHU","P06024824"
"DOH000000000003446","PONTEVEDRA RURAL HEALTH UNIT","PONTEVEDRA RURAL HEALTH UNIT","Region 6","0645","NEGROS OCCIDENTAL","064521","PONTEVEDRA","RHU","P06024795"
"DOH000000000003447","LIBERTAD MAIN HEALTH CENTER","LIBERTAD MAIN HEALTH CENTER","CARAGA","1602","AGUSAN DEL NORTE","160202","BUTUAN CITY (Capital)","RHU","P14025688"
"DOH000000000003455","MERVILLE HEALTH CENTER AND LYING-IN CLINIC","CITY GOVERNMENT OF PARA?AQUE/MERVILLE HEALTH CENTER","NCR","1376","NCR   FOURTH DISTRICT","137604","CITY OF PARAÃ‚ÂAQUE","RHU","P92026465"
"DOH000000000003459","BUCLOC RURAL HEALTH UNIT","BUCLOC RURAL HEALTH UNIT - PCB1","CAR","1401","ABRA","140104","BUCLOC","RHU","P13026903"
"DOH000000000003462","KABANKALAN CITY HEALTH OFFICE","KABANKALAN CITY HEALTH CENTER","Region 6","0645","NEGROS OCCIDENTAL","064515","CITY OF KABANKALAN","CHO","P06024809"
"DOH000000000003464","SANTA MARCELA RURAL HEALTH UNIT","STA. MARCELA RURAL HEALTH UNIT - PCB1","CAR","1481","APAYAO","148107","SANTA MARCELA","RHU","P13025589"
"DOH000000000003465","AMULUNG RURAL HEALTH UNIT","RURAL HEALTH UNIT OF AMULUNG","Region 2","0215","CAGAYAN","021504","AMULUNG","RHU","P02024221"
"DOH000000000003466","LAL-LO RURAL HEALTH UNIT","LAL-LO RHU","Region 2","0215","CAGAYAN","021516","LAL-LO","RHU","P02024229"
"DOH000000000003479","POLOMOLOK MUNICIPAL HEALTH OFFICE","POLOMOLOK RURAL HEALTH UNIT ","Region 12","1263","SOUTH COTABATO","126312","POLOMOLOK","RHU","P12025540"
"DOH000000000003480","BILIRAN MUNICIPAL HEALTH OFFICE",,"Region 8","0878","BILIRAN","087802","BILIRAN","Municipal Health Office","P08025035"
"DOH000000000003486","BAGONG SILANG HEALTH CENTER","CITY GOVERNMENT OF MUNTINLUPA/BAGONG SILANG HEALTH CENTER","NCR","1376","NCR   FOURTH DISTRICT","137603","CITY OF MUNTINLUPA","RHU","P92027138"
"DOH000000000003487","BALUBAD HEALTH CENTER","CITY GOVERNMENT OF MARIKINA - BALUBAD HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137402","CITY OF MARIKINA","RHU","P93026545"
"DOH000000000003510","ILOCANOS SUR BARANGAY HEALTH STATION",,"Region 1","0133","LA UNION","013314","CITY OF SAN FERNANDO (Capital)","BHS",
"DOH000000000003534","BACON HEALTH DISTRICT","BACON DISTRICT HEALTH OFFICE","Region 5","0562","SORSOGON","056216","CITY OF SORSOGON (Capital)","RHU","P05024643"
"DOH000000000003537","SANTO ROSARIO DISTRICT HEALTH CENTER","STO. ROSARIO HEALTH CENTER","Region 6","0630","ILOILO","063022","ILOILO CITY (Capital)","RHU","P06024758"
"DOH000000000003538","MANDURRIAO DISTRICT HEALTH CENTER","MANDURRIAO DISTRICT HEALTH CENTER","Region 6","0630","ILOILO","063022","ILOILO CITY (Capital)","RHU","P06024760"
"DOH000000000003539","LAZI RURAL HEALTH UNIT AND FAMILY PLANNING CLINIC; LAZI LYING-IN CLINIC; KOCHS-PHILCAT CENTER","LAZI RURAL HEALTH UNIT","Region 7","0761","SIQUIJOR","076103","LAZI","RHU","P07024983"
"DOH000000000003540","BINALBAGAN RURAL HEALTH UNIT","MUNICIPAL HEALTH OFFICE-BINALBAGAN AND BIRTHING FACILITY","Region 6","0645","NEGROS OCCIDENTAL","064503","BINALBAGAN","RHU","P06024815"
"DOH000000000003541","CORON RURAL HEALTH UNIT","CORON MUNICIPAL HEALTH OFFICE","Region 4B","1753","PALAWAN","175309","CORON","RHU","P42026075"
"DOH000000000003543","BOKOD RURAL HEALTH UNIT","BOKOD RURAL HEALTH UNIT - PCB1 / MUNICIPALITY OF BOKOD","CAR","1411","BENGUET","141104","BOKOD","RHU","P13025609"
"DOH000000000003545","POBLACION HEALTH CENTER","CITY GOVERNMENT OF MANDALUYONG - POBLACION HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137401","CITY OF MANDALUYONG","RHU","P91026304"
"DOH000000000003570","MANGATAREM RURAL HEALTH UNIT II",,"Region 1","0155","PANGASINAN","015527","MANGATAREM","RHU","P01024170"
"DOH000000000003586","DAGUIOMAN RURAL HEALTH UNIT","DAGUIOMAN RURAL HEALTH UNIT - PCB1","CAR","1401","ABRA","140105","DAGUIOMAN","RHU","P13029650"
"DOH000000000003587","TAYUM RURAL HEALTH UNIT","TAYUM RURAL HEALTH UNIT - PCB1","CAR","1401","ABRA","140124","TAYUM","RHU","P13025581"
"DOH000000000003589","DINALUNGAN RURAL HEALTH UNIT","RURAL HEALTH UNIT DINALUNGAN","Region 3","0377","AURORA","037704","DINALUNGAN","RHU","P03027545"
"DOH000000000003604","MENDEZ (MENDEZ-NUÑEZ) RURAL HEALTH UNIT","MENDEZ RURAL HEALTH UNIT","Region 4A","0421","CAVITE","042114","MENDEZ (MENDEZ-NUÃ‚ÂEZ)","RHU","P41027560"
"DOH000000000003606","MANSALAY RURAL HEALTH UNIT","MANSALAY RHU","Region 4B","1752","ORIENTAL MINDORO","175207","MANSALAY","RHU","P42026060"
"DOH000000000003607","CUARTERO RURAL HEALTH UNIT","CUARTERO RURAL HEALTH UNIT  ","Region 6","0619","CAPIZ","061901","CUARTERO","RHU","P06024733"
"DOH000000000003608","LIANGA MUNICIPAL HEALTH OFFICE",,"CARAGA","1668","SURIGAO DEL SUR","166811","LIANGA","RHU","P14025755"
"DOH000000000003609","BANTON RURAL HEALTH UNIT","RURAL HEALTH UNIT BANTON, ROMBLON","Region 4B","1759","ROMBLON","175902","BANTON","RHU","P42026089"
"DOH000000000003611","MATALAM RURAL HEALTH UNIT","RHU MATALAM","Region 12","1247","COTABATO","124708","MATALAM","RHU","P12025516"
"DOH000000000003612","LIBUNGAN MUNICIPAL HEALTH OFFICE","LIBUNGAN MUNICIPAL HEALTH SERVICES","Region 12","1247","COTABATO","124705","LIBUNGAN","RHU","P12027401"
"DOH000000000003615","CARMEN RURAL HEALTH UNIT","CARMEN RHU ","Region 12","1247","COTABATO","124702","CARMEN","RHU","P12025566"
"DOH000000000003617","ARAYAT RURAL HEALTH UNIT III","RHU III ARAYAT","Region 3","0354","PAMPANGA","035403","ARAYAT","RHU","P03027803"
"DOH000000000003618","BACOLOR RURAL HEALTH UNIT I","BACOLOR RURAL HEALTH UNIT I","Region 3","0354","PAMPANGA","035404","BACOLOR","RHU","P03024428"
"DOH000000000003629","PILAR RURAL HEALTH UNIT","RURAL HEALTH UNIT-PILAR","CARAGA","1667","SURIGAO DEL NORTE","166716","PILAR","RHU","P14025725"
"DOH000000000003632","PINALAGAD HEALTH CENTER","PINALAGAD HEALTH CENTER/ CITY GOVERNMENT OF VALENZUELA","NCR","1375","NCR   THIRD DISTRICT","137504","CITY OF VALENZUELA","RHU","P91026163"
"DOH000000000003635","SANTIAGO RURAL HEALTH UNIT","SANTIAGO RURAL HEALTH UNIT","Region 1","0129","ILOCOS SUR","012927","SANTIAGO","RHU","P01024116"
"DOH000000000003636","SANTO DOMINGO RURAL HEALTH UNIT II","STO. DOMINGO RURAL HEALTH UNIT II","Region 3","0349","NUEVA ECIJA","034929","SANTO DOMINGO","RHU","P03024416"
"DOH000000000003649","CALABACA BARANGAY HEALTH STATION",,"Region 5","0516","CAMARINES NORTE","051602","CAPALONGA","BHS",
"DOH000000000003650","CAMBALY BARANGAY HEALTH STATION",,"Region 1","0133","LA UNION","013304","BAGULIN","BHS",
"DOH000000000003653","SAMAL DISTRICT HEALTH OFFICE","RURAL HEALTH UNIT - SAMAL","Region 11","1123","DAVAO DEL NORTE","112317","ISLAND GARDEN CITY OF SAMAL","RHU","P11025460"
"DOH000000000003657","PIO V. CORPUZ RURAL HEALTH UNIT",,"Region 5","0541","MASBATE","054116","PIO V. CORPUZ (LIMBUHAN)","RHU","P05024619"
"DOH000000000003658","VINZONS MUNICIPAL HEALTH OFFICE","VINZONS MHO","Region 5","0516","CAMARINES NORTE","051612","VINZONS","RHU","P05024559"
"DOH000000000003659","ORION RURAL HEALTH UNIT","ORION RURAL HEALTH UNIT","Region 3","0308","BATAAN","030810","ORION","RHU","P03028202"
"DOH000000000003664","TAGBINA RURAL HEALTH UNIT AND FAMILY PLANNING CENTER","REPRODUCTIVE HEALTH & FAMILY PLANNING CENTER - TAGBINA","CARAGA","1668","SURIGAO DEL SUR","166817","TAGBINA","RHU","P14025761"
"DOH000000000003665","CANDIJAY RURAL HEALTH UNIT","CANDIJAY RHU ","Region 7","0712","BOHOL","071211","CANDIJAY","RHU","P07024901"
"DOH000000000003678","CAUSWAGAN BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112502","BANAYBANAY","BHS",
"DOH000000000003685","SIBUNAG RURAL HEALTH UNIT","SIBUNAG RURAL HEALTH UNIT ","Region 6","0679","GUIMARAS","067905","SIBUNAG","RHU","P06024734"
"DOH000000000003686","AJUY RURAL HEALTH UNIT","AJUY RURAL HEALTH UNIT","Region 6","0630","ILOILO","063001","AJUY","RHU","P06024786"
"DOH000000000003688","TANGUB CITY HEALTH OFFICE","TANGUB CITY HEALTH OFFICE","Region 10","1042","MISAMIS OCCIDENTAL","104215","TANGUB CITY","CHO","P10025382"
"DOH000000000003689","TARANGNAN RURAL HEALTH UNIT","RHU TARANGNAN","Region 8","0860","WESTERN SAMAR","086020","TARANGNAN","RHU","P08025152"
"DOH000000000003691","PINABACDAO RURAL HEALTH UNIT","PINABACDAO RHU - ","Region 8","0860","WESTERN SAMAR","086013","PINABACDAO","RHU","P08025159"
"DOH000000000003692","SUMILAO RURAL HEALTH UNIT","SUMILAO MUNICIPAL HEALTH OFFICE","Region 10","1013","BUKIDNON","101319","SUMILAO","RHU","P10025323"
"DOH000000000003698","SANTA MARIA MUNICIPAL HEALTH OFFICE","STA. MARIA RURAL HEALTH UNIT","Region 1","0129","ILOCOS SUR","012926","SANTA MARIA","RHU","P01024115"
"DOH000000000003712","JOSE DALMAN RURAL HEALTH UNIT",,"Region 9","0972","ZAMBOANGA DEL NORTE","097222","JOSE DALMAN (PONOT)","RHU","P09025238"
"DOH000000000003727","MABUNO BARANGAY HEALTH STATION",,"Region 2","0215","CAGAYAN","021513","GATTARAN","BHS",
"DOH000000000003733","MALINAO RURAL HEALTH UNIT","MALINAO RURAL HEALTH UNIT","Region 6","0604","AKLAN","060413","MALINAO","RHU","P06024690"
"DOH000000000003736","GAPAN RURAL HEALTH UNIT II","GAPAN CHU II","Region 3","0349","NUEVA ECIJA","034908","CITY OF GAPAN","RHU","P03028350"
"DOH000000000003744","MASANTOL RURAL HEALTH UNIT I","MASANTOL RHU I BIRTHING STATION","Region 3","0354","PAMPANGA","035412","MASANTOL","RHU","P03028048"
"DOH000000000003747","BELISON RURAL HEALTH UNIT","RURAL HEALTH UNIT - BELISON","Region 6","0606","ANTIQUE","060603","BELISON","RHU","P06024717"
"DOH000000000003749","ANGONO RURAL HEALTH UNIT I","MUNICIPALITY OF ANGONO /ANGONO RURAL HEALTH UNIT","Region 4A","0458","RIZAL","045801","ANGONO","RHU","P93026484"
"DOH000000000003755","PASO DE BLAS HEALTH CENTER","PASO DE BLAS HEALTH CENTER/ CITY GOVERNMENT OF VALENZUELA","NCR","1375","NCR   THIRD DISTRICT","137504","CITY OF VALENZUELA","RHU","P91026165"
"DOH000000000003775","SULTAN KUDARAT RURAL HEALTH UNIT","SULTAN KUDARAT RHU","ARMM","1538","MAGUINDANAO","153812","SULTAN KUDARAT (NULING)","RHU","P15025869"
"DOH000000000003776","SAN ROQUE RURAL HEALTH UNIT","SAN ROQUE HEALTH CENTER","Region 8","0848","NORTHERN SAMAR","084820","SAN ROQUE","RHU","P08025182"
"DOH000000000003780","PILAR RURAL HEALTH UNIT","RHU PILAR","Region 5","0562","SORSOGON","056213","PILAR","RHU","P05024653"
"DOH000000000003782","ABUYOG RURAL HEALTH UNIT I","ABUYOG RHU I","Region 8","0837","LEYTE","083701","ABUYOG","RHU","P08025113"
"DOH000000000003797","MALAY RURAL HEALTH UNIT","MALAY MHO","Region 6","0604","AKLAN","060412","MALAY","RHU","P06024691"
"DOH000000000003804","CABATUAN RURAL HEALTH UNIT","CABATUAN RURAL HEALTH UNIT","Region 6","0630","ILOILO","063012","CABATUAN","RHU","P06024776"
"DOH000000000003807","DAET MUNICIPAL HEALTH OFFICE (RURAL HEALTH UNIT II)","DAET RURAL HEALTH UNIT II","Region 5","0516","CAMARINES NORTE","051603","DAET (Capital)","RHU","P05027278"
"DOH000000000003822","ANAHAWAN RURAL HEALTH UNIT","ANAHAWAN RURAL HEALTH UNIT ","Region 8","0864","SOUTHERN LEYTE","086401","ANAHAWAN","RHU","P08025150"
"DOH000000000003823","ORAS RURAL HEALTH UNIT","ORAS RHU ","Region 8","0826","EASTERN SAMAR","082617","ORAS","RHU","P08025043"
"DOH000000000003826","TUBAJON RURAL HEALTH AND FAMILY PLANNING CENTER","RURAL HEALTH UNIT OF TUBAJON","CARAGA","1685","DINAGAT ISLANDS","168507","TUBAJON","RHU","P14025741"
"DOH000000000003829","ANGELES RURAL HEALTH UNIT II",,"Region 3","0354","PAMPANGA","035401","ANGELES CITY","RHU","P03027985"
"DOH000000000003839","ELYSIAN HEALTH CENTER","ELYSIAN HEALTH CENTER/ CITY GOVERNMENT OF VALENZUELA","NCR","1375","NCR   THIRD DISTRICT","137504","CITY OF VALENZUELA","RHU","P91026181"
"DOH000000000003842","A. MABINI HEALTH CENTER",,"NCR","1339","MANILA, NCR,  FIRST DISTRICT","133903","QUIAPO","RHU","P91026204"
"DOH000000000003846","SOGOD RURAL HEALTH UNIT","SOGOD MUNICIPAL HEALTH OFFICE","Region 7","0722","CEBU","072247","SOGOD","RHU","P07024917"
"DOH000000000003853","PASTRANA RURAL HEALTH UNIT","PASTRANA RHU ","Region 8","0837","LEYTE","083741","PASTRANA","RHU","P08025074"
"DOH000000000003854","ARACELI RURAL HEALTH UNIT",,"Region 4B","1753","PALAWAN","175303","ARACELI","RHU","P42026069"
"DOH000000000003856","SOFRONIO ESPAÑOLA MUNICIPAL HEALTH OFFICE","SOFRONIO ESPA?OLA MUNICIPAL HEALTH OFFICE","Region 4B","1753","PALAWAN","175324","SOFRONIO ESPAÃ‚ÂOLA","Municipal Health Office","P42026937"
"DOH000000000003857","BULALACAO MUNICIPAL HEALTH OFFICE","BULALACAO MUNICIPAL HEALTH OFFICE ","Region 4B","1752","ORIENTAL MINDORO","175204","BULALACAO (SAN PEDRO)","RHU","P42026056"
"DOH000000000003859","BACOLOR RURAL HEALTH UNIT II","BACOLOR RURAL HEALTH UNIT II","Region 3","0354","PAMPANGA","035404","BACOLOR","RHU","P03024429"
"DOH000000000003860","ENRIQUE B. MAGALONA MUNICIPAL HEALTH OFFICE","MUNICIPAL HEALTH OFFICE-ENRIQUE B. MAGALONA","Region 6","0645","NEGROS OCCIDENTAL","064508","ENRIQUE B. MAGALONA (SARAVIA)","RHU","P06024806"
"DOH000000000003865","MABALACAT RURAL HEALTH UNIT II","MABALACAT RURAL HEALTH UNIT II","Region 3","0354","PAMPANGA","035409","MABALACAT","RHU","P03028199"
"DOH000000000003866","MABALACAT RURAL HEALTH UNIT I","MABALACAT RURAL HEALTH UNIT I","Region 3","0354","PAMPANGA","035409","MABALACAT","RHU","P03027690"
"DOH000000000003894","MERCEDES RURAL HEALTH UNIT","MHO - MERCEDES","Region 5","0516","CAMARINES NORTE","051607","MERCEDES","RHU","P05024564"
"DOH000000000003895","SULTAN MASTURA RURAL HEALTH UNIT","SULTAN MASTURA RHU","ARMM","1538","MAGUINDANAO","153824","SULTAN MASTURA","RHU","P15025870"
"DOH000000000003896","TALISAY MUNICIPAL HEALTH OFFICE","TALISAY MUNICIPAL HEALTH OFFICE","Region 5","0516","CAMARINES NORTE","051611","TALISAY","RHU","P05024560"
"DOH000000000003898","RINCON HEALTH CENTER","RINCON HEALTH CENTER/ CITY GOVERNMENT OF VALENZUELA","NCR","1375","NCR   THIRD DISTRICT","137504","CITY OF VALENZUELA","RHU","P91026159"
"DOH000000000003900","CATBALOGAN CITY HEALTH OFFICE","CATBALOGAN CHO","Region 8","0860","WESTERN SAMAR","086005","CATBALOGAN (Capital)","CHO","P08025168"
"DOH000000000003903","MACABEBE RURAL HEALTH UNIT I","MACABEBE RHU I","Region 3","0354","PAMPANGA","035410","MACABEBE","RHU","P03024443"
"DOH000000000003911","NARVACAN RURAL HEALTH UNIT",,"Region 1","0129","ILOCOS SUR","012914","NARVACAN","RHU","P01024105"
"DOH000000000003921","SAN SIMON BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","BHS",
"DOH000000000003932","SIBUTAD RURAL HEALTH UNIT","SIBUTAD RURAL HEALTH UNIT","Region 9","0972","ZAMBOANGA DEL NORTE","097217","SIBUTAD","RHU","P09025253"
"DOH000000000003935","MOGPOG RURAL HEALTH UNIT","MOGPOG RHU","Region 4B","1740","MARINDUQUE","174004","MOGPOG","RHU","P42026041"
"DOH000000000003937","SAN REMIGIO RURAL HEALTH UNIT","SAN REMIGIO RHU","Region 6","0606","ANTIQUE","060614","SAN REMIGIO","RHU","P06024826"
"DOH000000000003945","LOON RURAL HEALTH UNIT I","RURAL HEALTH UNIT I - LOON, BOHOL","Region 7","0712","BOHOL","071230","LOON","RHU","P07024883"
"DOH000000000003952","NUMANCIA RURAL HEALTH UNIT","RURAL HEALTH UNIT-NUMANCIA ","Region 6","0604","AKLAN","060416","NUMANCIA","RHU","P06024687"
"DOH000000000003961","ZAMBOANGUITA RURAL HEALTH UNIT","ZAMBOANGUITA RURAL HEALTH UNIT BIRTHING HOME","Region 7","0746","NEGROS ORIENTAL","074625","ZAMBOANGUITA","RHU","P07024962"
"DOH000000000003966","SAN JOSE CITY RURAL HEALTH UNIT II","SAN JOSE CITY RHU II","Region 3","0349","NUEVA ECIJA","034926","SAN JOSE CITY","RHU","P03024411"
"DOH000000000003967","SANTA ROSA RURAL HEALTH UNIT II","STA. ROSA RHU II","Region 3","0349","NUEVA ECIJA","034928","SANTA ROSA","RHU","P03028525"
"DOH000000000003970","MAPANAS RURAL HEALTH UNIT","MAPANAS RURAL HEALTH UNIT ","Region 8","0848","NORTHERN SAMAR","084812","MAPANAS","RHU","P08025123"
"DOH000000000003972","MEDINA RURAL HEALTH UNIT","MEDINA RURAL HEALTH UNIT ","Region 10","1043","MISAMIS ORIENTAL","104319","MEDINA","RHU","P10025405"
"DOH000000000003974","MAROGONG RURAL HEALTH UNIT","MAROGONG RURAL HEALTH UNIT","ARMM","1536","LANAO DEL SUR","153631","MAROGONG","RHU","P15025830"
"DOH000000000003977","POLO HEALTH CENTER","POLO HEALTH CENTER/ CITY GOVERNMENT OF VALENZUELA","NCR","1375","NCR   THIRD DISTRICT","137504","CITY OF VALENZUELA","RHU","P91026162"
"DOH000000000003980","QUIRINO RURAL HEALTH UNIT","QUIRINO RURAL HEALTH UNIT","Region 2","0231","ISABELA","023123","QUIRINO","RHU","P02024259"
"DOH000000000003995","MOCONG BARANGAY HEALTH STATION",,"Region 5","0516","CAMARINES NORTE","051601","BASUD","BHS",
"DOH000000000004004","SANTA ROSA CITY HEALTH OFFICE I","SANTA ROSA CITY HEALTH OFFICE I","Region 4A","0434","LAGUNA","043428","SANTA ROSA","RHU","P41025927"
