"commodity_code","comprogram_code","comtype_code","commodity_desc","uom_code","id","lot_no"
"019026003840","019026","019026",,,"003840","Y"
"019026003841","019026","019026",,,"003841","Y"
"019026003842","019026","019026",,,"003842","Y"
"019026003843","019026","019026",,,"003843","Y"
"019026003844","019026","019026",,,"003844","Y"
"019026003845","019026","019026",,,"003845","Y"
"019026003846","019026","019026",,,"003846","Y"
"019026003847","019026","019026",,,"003847","Y"
"019026003848","019026","019026",,,"003848","Y"
"019026003849","019026","019026",,,"003849","Y"
"019026003853","019026","019026",,,"003853","Y"
"019026003854","019026","019026",,,"003854","Y"
"019026003855","019026","019026",,,"003855","Y"
"019026003856","019026","019026",,,"003856","Y"
"019026003857","019026","019026",,,"003857","Y"
"019026003858","019026","019026",,,"003858","Y"
"019026003859","019026","019026",,,"003859","Y"
"019026003860","019026","019026",,,"003860","Y"
"019026003861","019026","019026",,,"003861","Y"
"019026003862","019026","019026",,,"003862","Y"
"019026003863","019026","019026",,,"003863","Y"
"019026003864","019026","019026",,,"003864","Y"
"019026003865","019026","019026",,,"003865","Y"
"019026003866","019026","019026",,,"003866","Y"
"019026003867","019026","019026",,,"003867","Y"
"019026003868","019026","019026",,,"003868","Y"
"019026003869","019026","019026",,,"003869","Y"
"019026003870","019026","019026",,,"003870","Y"
"019026003871","019026","019026",,,"003871","Y"
"019026003872","019026","019026",,,"003872","Y"
"019026003873","019026","019026",,,"003873","Y"
"019026003879","019026","019026",,,"003879","Y"
"019026003882","019026","019026",,,"003882","Y"
"019026003883","019026","019026",,,"003883","Y"
"019026003884","019026","019026",,,"003884","Y"
"019026003896","019026","019026",,,"003896","Y"
"019026003917","019026","019026",,,"003917","Y"
"019026003985","019026","019026",,,"003985","Y"
"019026003986","019026","019026",,,"003986","Y"
"019026003987","019026","019026",,,"003987","Y"
"019026003988","019026","019026",,,"003988","Y"
"019026003989","019026","019026",,,"003989","Y"
"019026003990","019026","019026",,,"003990","Y"
"019026003991","019026","019026",,,"003991","Y"
"019026003992","019026","019026",,,"003992","Y"
"019026003993","019026","019026",,,"003993","Y"
"019026003994","019026","019026",,,"003994","Y"
"019026003995","019026","019026",,,"003995","Y"
"019026003996","019026","019026",,,"003996","Y"
"019026003997","019026","019026",,,"003997","Y"
"019026003999","019026","019026",,,"003999","Y"
"019026004000","019026","019026",,,"004000","Y"
"019026004001","019026","019026",,,"004001","Y"
"019026004002","019026","019026",,,"004002","Y"
"019026004003","019026","019026",,,"004003","Y"
"019026004004","019026","019026",,,"004004","Y"
"019026004005","019026","019026",,,"004005","Y"
"019026004006","019026","019026",,,"004006","Y"
"019026004007","019026","019026",,,"004007","Y"
"019026004008","019026","019026",,,"004008","Y"
"019026004009","019026","019026",,,"004009","Y"
"019026004010","019026","019026",,,"004010","Y"
"019026004011","019026","019026",,,"004011","Y"
"019026004012","019026","019026",,,"004012","Y"
"019026004013","019026","019026",,,"004013","Y"
"019026004028","019026","019026",,,"004028","Y"
"019026004029","019026","019026",,,"004029","Y"
"019026004030","019026","019026",,,"004030","Y"
"019026004031","019026","019026",,,"004031","Y"
"019026004032","019026","019026",,,"004032","Y"
"019026004033","019026","019026",,,"004033","Y"
"019026004034","019026","019026",,,"004034","Y"
"019026004035","019026","019026",,,"004035","Y"
"019026004036","019026","019026",,,"004036","Y"
"019026004037","019026","019026",,,"004037","Y"
"019026004038","019026","019026",,,"004038","Y"
"019026004039","019026","019026",,,"004039","Y"
"019026004040","019026","019026",,,"004040","Y"
"019026004041","019026","019026",,,"004041","Y"
"019026004042","019026","019026",,,"004042","Y"
"019026004043","019026","019026",,,"004043","Y"
"019026004044","019026","019026",,,"004044","Y"
"019026004045","019026","019026",,,"004045","Y"
"019026004046","019026","019026",,,"004046","Y"
"019026004047","019026","019026",,,"004047","Y"
"019026004048","019026","019026",,,"004048","Y"
"019026004066","019026","019026",,,"004066","Y"
"019026004067","019026","019026",,,"004067","Y"
"019026004094","019026","019026",,,"004094","Y"
"019026004095","019026","019026",,,"004095","Y"
"019026004096","019026","019026",,,"004096","Y"
"019026004112","019026","019026",,,"004112","Y"
"019026004113","019026","019026",,,"004113","Y"
"019026004114","019026","019026",,,"004114","Y"
"019026004160","019026","019026",,,"004160","Y"
"019026004161","019026","019026",,,"004161","Y"
"019026004162","019026","019026",,,"004162","Y"
"019026004165","019026","019026",,,"004165","Y"
"019026004188","019026","019026",,,"004188","Y"
"019026004189","019026","019026",,,"004189","Y"
"019026004190","019026","019026",,,"004190","Y"
"019026004191","019026","019026",,,"004191","Y"
"019026004192","019026","019026",,,"004192","Y"
"019026004194","019026","019026",,,"004194","Y"
"019026004287","019026","019026",,,"004287","Y"
"019026004288","019026","019026",,,"004288","Y"
"019026004289","019026","019026",,,"004289","Y"
"019026004290","019026","019026",,,"004290","Y"
"019026004291","019026","019026",,,"004291","Y"
"019026004292","019026","019026",,,"004292","Y"
"019026004293","019026","019026",,,"004293","Y"
"019026004303","019026","019026",,,"004303","Y"
"019026004323","019026","019026",,,"004323","Y"
"019026004324","019026","019026",,,"004324","Y"
"019026004382","019026","019026",,,"004382","Y"
"019026004385","019026","019026",,,"004385","Y"
"019026004424","019026","019026",,,"004424","Y"
"019026004577","019026","019026",,,"004577","Y"
"019026004578","019026","019026",,,"004578","Y"
"019026004767","019026","019026",,,"004767","Y"
"019026004768","019026","019026",,,"004768","Y"
"019026004769","019026","019026",,,"004769","Y"
"019026004770","019026","019026",,,"004770","Y"
"019026004771","019026","019026",,,"004771","Y"
"019026004772","019026","019026",,,"004772","Y"
"019026004773","019026","019026",,,"004773","Y"
"019026004774","019026","019026",,,"004774","Y"
"019026004802","019026","019026",,,"004802","Y"
"019026004819","019026","019026",,,"004819","Y"
"019026004820","019026","019026",,,"004820","Y"
"019026004821","019026","019026",,,"004821","Y"
"019026004822","019026","019026",,,"004822","Y"
"019026004823","019026","019026",,,"004823","Y"
"019026004824","019026","019026",,,"004824","Y"
"019026004841","019026","019026",,,"004841","Y"
"019026004842","019026","019026",,,"004842","Y"
"019026004843","019026","019026",,,"004843","Y"
"019026004871","019026","019026",,,"004871","Y"
"019026004919","019026","019026",,,"004919","Y"
"019026004924","019026","019026",,,"004924","Y"
"019026004927","019026","019026",,,"004927","Y"
"019026004929","019026","019026",,,"004929","Y"
"019026004933","019026","019026",,,"004933","Y"
"019026004935","019026","019026",,,"004935","Y"
"019026004936","019026","019026",,,"004936","Y"
"019026004955","019026","019026",,,"004955","Y"
"019026004958","019026","019026",,,"004958","Y"
"019026004959","019026","019026",,,"004959","Y"
"019026004966","019026","019026",,,"004966","Y"
"019026004990","019026","019026",,,"004990","Y"
"019026004996","019026","019026",,,"004996","Y"
"019026004997","019026","019026",,,"004997","Y"
"019026004998","019026","019026",,,"004998","Y"
"019026004999","019026","019026",,,"004999","Y"
"019026005000","019026","019026",,,"005000","Y"
"019026005028","019026","019026",,,"005028","Y"
"019026005029","019026","019026",,,"005029","Y"
"019026005030","019026","019026",,,"005030","Y"
"019026005031","019026","019026",,,"005031","Y"
"019026005037","019026","019026",,,"005037","Y"
"019026005039","019026","019026",,,"005039","Y"
"019026005052","019026","019026",,,"005052","Y"
"019026005053","019026","019026",,,"005053","Y"
"019026005054","019026","019026",,,"005054","Y"
"019026005055","019026","019026",,,"005055","Y"
"019026005075","019026","019026",,,"005075","Y"
"019026005076","019026","019026",,,"005076","Y"
"019026005077","019026","019026",,,"005077","Y"
"019026005078","019026","019026",,,"005078","Y"
"019026005079","019026","019026",,,"005079","Y"
"019026005080","019026","019026",,,"005080","Y"
"019026005081","019026","019026",,,"005081","Y"
"019026005082","019026","019026",,,"005082","Y"
"019026005084","019026","019026",,,"005084","Y"
"019026005100","019026","019026",,,"005100","Y"
"019026005101","019026","019026",,,"005101","Y"
"019026005102","019026","019026",,,"005102","Y"
"019026005104","019026","019026",,,"005104","Y"
"019026005105","019026","019026",,,"005105","Y"
"019026005106","019026","019026",,,"005106","Y"
"019026005107","019026","019026",,,"005107","Y"
"019026005108","019026","019026",,,"005108","Y"
"019026005132","019026","019026",,,"005132","Y"
"019026005135","019026","019026",,,"005135","Y"
"019026005136","019026","019026",,,"005136","Y"
"019026005137","019026","019026",,,"005137","Y"
"019026005138","019026","019026",,,"005138","Y"
"019026005139","019026","019026",,,"005139","Y"
"019026005140","019026","019026",,,"005140","Y"
"019026005141","019026","019026",,,"005141","Y"
"019026005142","019026","019026",,,"005142","Y"
"019026005143","019026","019026",,,"005143","Y"
"019026005164","019026","019026",,,"005164","Y"
"019026005165","019026","019026",,,"005165","Y"
"019026005166","019026","019026",,,"005166","Y"
"019026005167","019026","019026",,,"005167","Y"
"019026005169","019026","019026",,,"005169","Y"
"019026005170","019026","019026",,,"005170","Y"
"019026005171","019026","019026",,,"005171","Y"
"019026005172","019026","019026",,,"005172","Y"
"019026005173","019026","019026",,,"005173","Y"
"019026005174","019026","019026",,,"005174","Y"
"019026005175","019026","019026",,,"005175","Y"
"019026005176","019026","019026",,,"005176","Y"
"019026005177","019026","019026",,,"005177","Y"
"019026005178","019026","019026",,,"005178","Y"
"019026005179","019026","019026",,,"005179","Y"
"019026005233","019026","019026",,,"005233","Y"
"019026005234","019026","019026",,,"005234","Y"
"019026005235","019026","019026",,,"005235","Y"
"019026005236","019026","019026",,,"005236","Y"
"019026005238","019026","019026",,,"005238","Y"
"019026005240","019026","019026",,,"005240","Y"
"019026005242","019026","019026",,,"005242","Y"
"019026005243","019026","019026",,,"005243","Y"
"019026005246","019026","019026",,,"005246","Y"
"019026005248","019026","019026",,,"005248","Y"
"019026005251","019026","019026",,,"005251","Y"
"019026005252","019026","019026",,,"005252","Y"
"019026005254","019026","019026",,,"005254","Y"
"019026005265","019026","019026",,,"005265","Y"
"019026005267","019026","019026",,,"005267","Y"
"019026005269","019026","019026",,,"005269","Y"
"019026005270","019026","019026",,,"005270","Y"
"019026005272","019026","019026",,,"005272","Y"
"019026005273","019026","019026",,,"005273","Y"
"019026005275","019026","019026",,,"005275","Y"
"019026005277","019026","019026",,,"005277","Y"
"019026005278","019026","019026",,,"005278","Y"
"019026005279","019026","019026",,,"005279","Y"
"019026005280","019026","019026",,,"005280","Y"
"019026005282","019026","019026",,,"005282","Y"
"019026005283","019026","019026",,,"005283","Y"
"019026005284","019026","019026",,,"005284","Y"
"019026005319","019026","019026",,,"005319","Y"
"019026005320","019026","019026",,,"005320","Y"
"019026005321","019026","019026",,,"005321","Y"
"019026005322","019026","019026",,,"005322","Y"
"019026005323","019026","019026",,,"005323","Y"
"019026005324","019026","019026",,,"005324","Y"
"019026005325","019026","019026",,,"005325","Y"
"019026005326","019026","019026",,,"005326","Y"
"019026005327","019026","019026",,,"005327","Y"
"019026005328","019026","019026",,,"005328","Y"
"019026005329","019026","019026",,,"005329","Y"
"019026005330","019026","019026",,,"005330","Y"
"019026005331","019026","019026",,,"005331","Y"
"019026005332","019026","019026",,,"005332","Y"
"019026005333","019026","019026",,,"005333","Y"
"019026005390","019026","019026",,,"005390","Y"
"019026005391","019026","019026",,,"005391","Y"
"019026005393","019026","019026",,,"005393","Y"
"019026005395","019026","019026",,,"005395","Y"
"019026005472","019026","019026",,,"005472","Y"
"019026005473","019026","019026",,,"005473","Y"
"019026005474","019026","019026",,,"005474","Y"
"019026005475","019026","019026",,,"005475","Y"
"019026005476","019026","019026",,,"005476","Y"
"019026005477","019026","019026",,,"005477","Y"
"019026005480","019026","019026",,,"005480","Y"
"019026005481","019026","019026",,,"005481","Y"
"019026005482","019026","019026",,,"005482","Y"
"019026005483","019026","019026",,,"005483","Y"
"019026005484","019026","019026",,,"005484","Y"
"019026005485","019026","019026",,,"005485","Y"
"019026005486","019026","019026",,,"005486","Y"
"019026005487","019026","019026",,,"005487","Y"
"019026005488","019026","019026",,,"005488","Y"
"019026005489","019026","019026",,,"005489","Y"
"019026005496","019026","019026",,,"005496","Y"
"019026005497","019026","019026",,,"005497","Y"
"019026005517","019026","019026",,,"005517","Y"
"019026005526","019026","019026",,,"005526","Y"
"019026005527","019026","019026",,,"005527","Y"
"019026005528","019026","019026",,,"005528","Y"
"019026005531","019026","019026",,,"005531","Y"
"019026005532","019026","019026",,,"005532","Y"
"019026005533","019026","019026",,,"005533","Y"
"019026005534","019026","019026",,,"005534","Y"
"019026005535","019026","019026",,,"005535","Y"
"019026005536","019026","019026",,,"005536","Y"
"019026005537","019026","019026",,,"005537","Y"
"019026005538","019026","019026",,,"005538","Y"
"019026005539","019026","019026",,,"005539","Y"
"019026005540","019026","019026",,,"005540","Y"
"019026005541","019026","019026",,,"005541","Y"
"019026005542","019026","019026",,,"005542","Y"
"019026005543","019026","019026",,,"005543","Y"
"019026005867","019026","019026",,,"005867","Y"
"019026005868","019026","019026",,,"005868","Y"
"019026005869","019026","019026",,,"005869","Y"
"019026005870","019026","019026",,,"005870","Y"
"019026005871","019026","019026",,,"005871","Y"
"019026005872","019026","019026",,,"005872","Y"
"019026005922","019026","019026",,,"005922","Y"
"019026005923","019026","019026",,,"005923","Y"
"019026005951","019026","019026",,,"005951","Y"
"019026005952","019026","019026",,,"005952","Y"
"019026006041","019026","019026",,,"006041","Y"
"019026006045","019026","019026",,,"006045","Y"
"019026006046","019026","019026",,,"006046","Y"
"019026006077","019026","019026",,,"006077","Y"
"019026006156","019026","019026",,,"006156","Y"
"019026006183","019026","019026",,,"006183","Y"
