"hprodid","Drug_Code","hprodname","Drug_Name","brandname","brandcode","genname","gencode","rtedesc","rtecode","formdesc","formcode","stredesc","strecode","edl","pndf_classification","sales_category","expiry_date","issue_date","status","inc","pprice","sprice","reorder","cprno","packcode","packdesc","altcode","oldcode","mdrprice","mdrp_dateasof","price_indicator","seq_no","manu_name"
"AMOX1500MGCAPSUB10SH000588","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , XYMOXIL","Amoxicillin  Capsule  500 mg","Xymoxil","X0016","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","7/1/2013","7/1/2008","","0","0","0","0","DR-XY21621","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","000588",""
"AMOX1500MGCAPSUB10SH002078","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , SEMOXIL","Amoxicillin  CAPSULE  500 mg","Semoxil","S0030","Amoxicillin","AMOX1",,,"CAPSULE","CAPSU","500 mg","500MG","Y",,,"4/2/2013","19/11/2009",,,,"6",,,"B10SH","Blister pack of 10s (Box of 100s)",,,"0",,"","002078",
"AMOX1500MGCAPSUB10SH002095","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , RIELMOX","Amoxicillin  CAPSULE  500 mg","Rielmox","R0068","Amoxicillin","AMOX1",,,"CAPSULE","CAPSU","500 mg","500MG","Y",,,"29/11/2014","24/11/2009",,,,"6.5",,"DI-001432","B10SH","Blister pack of 10s (Box of 100s)",,,"0",,"","002095",
"AMOX1500MGCAPSUB10SH002483","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , LEWIXIN","Amoxicillin  CAPSULE  500 mg","Lewixin","L0029","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","14/5/2012","8/5/2007","AR","0","0","0","0","DR-XY21293","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Myrex Ethica Lab"
"AMOX1500MGCAPSUB10SH002596","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , MELOXIL","Amoxicillin  CAPSULE  500 mg","Meloxil","M1547","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","6/3/2011","20/3/2009","I","0","0","0","0","DRP-668-01","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Novagen Pharmaceutical Co Inc"
"AMOX1500MGCAPSUB10SH002811","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , PRIMAMOXIL","Amoxicillin  CAPSULE  500 mg","Primamoxil","P0102","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","6/7/2013","23/9/2008","R","0","0","0","0","DR-XY20313-B","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Medgen Labs Inc"
"AMOX1500MGCAPSUB10SH002814","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , PRIMEX","Amoxicillin  CAPSULE  500 mg","Primex","P0104","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","16/8/2012","6/8/2007","AR","0","0","0","0","DR-XY18915","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","SynPenn Research"
"AMOX1500MGCAPSUB10SH003221","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , VISTREP","Amoxicillin  CAPSULE  500 mg","Vistrep","V0059","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","11/12/2011","6/10/2006","AR","0","0","0","0","DR-XY18052-B","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Lloyd"
"AMOX1500MGCAPSUB10SH004020","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , EXBROPIN","Amoxicillin  CAPSULE  500 mg","Exbropin","E0077","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","19/1/2012","27/8/2008","R","0","0","0","0","DR-XY19518","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Lloyd"
"AMOX1500MGCAPSUB10SH004438","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , HIZON","Amoxicillin  CAPSULE  500 mg","","","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","14/3/2012","6/11/2007","R","0","0","0","0","DR-XY13340","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Hizon"
"AMOX1500MGCAPSUB10SH004441","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , J.M. TOLMANN LABS. INC.","Amoxicillin  CAPSULE  500 mg","","","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","2/8/2012","27/5/2009","R","0","0","0","0","DRP-1431","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","J.M. Tolmann Labs. Inc."
"AMOX1500MGCAPSUB10SH004456","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , SYDENHAM LABORATORIES, INC.","Amoxicillin  CAPSULE  500 mg","","","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","28/10/2012","17/9/2008","R","0","0","0","0","DR-XY22684","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Sydenham Laboratories, Inc."
"AMOX1500MGCAPSUB10SH005096","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , ACUMOX","Amoxicillin  CAPSULE  500 mg","Acumox","A0025","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","20/9/2012","29/8/2007","R","0","0","0","0","DR-XY16958-B","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","SynPenn Research Inc."
"AMOX1500MGCAPSUB10SH005145","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , ALMOXIN","Amoxicillin  CAPSULE  500 mg","Almoxin","A1735","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","27/8/2011","27/8/2009","I","0","0","0","0","DR-XY36569","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Doctor's Pharma'l Inc"
"AMOX1500MGCAPSUB10SH005246","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , ARIMOX","Amoxicillin  CAPSULE  500 mg","Arimox","A0167","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","25/3/2013","23/4/2009","I","0","0","0","0","DRP-1251-01","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Hizon Labs Inc"
"AMOX1500MGCAPSUBF100000465","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , IBASOX","Amoxicillin  Capsule  500 mg","Ibasox","I0001","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","16/3/2010","16/3/2005","","0","0","0","0","DR-XY30614","BF100","Blister foil by 100s","","","0","0/0/0","","000465",""
"AMOX1500MGCAPSUBF100000480","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , TREXIL","Amoxicillin  Capsule  500 mg","Trexil","T0063","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","11/6/2009","11/6/2004","","0","0","0","0","DR-XY3959","BF100","Blister foil by 100s","","","0","0/0/0","","000480",""
"AMOX1500MGCAPSUBF100000535","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , JM TOLMANN LAB. INC.","Amoxicillin  Capsule  500 mg","","","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","2/8/2012","24/7/2007","","0","0","0","0","DR-XY17659","BF100","Blister foil by 100s","","","0","0/0/0","","000535","JM Tolmann Lab. Inc."
"AMOX1500MGCAPSUBFOIL000474","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , PHILMED LAB. INC.","Amoxicillin  Capsule  500 mg","","","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","14/8/2012","6/8/2007","","0","0","0","0","DR-XY27760","BFOIL","Blister foil","","","0","0/0/0","","000474","Philmed Lab. Inc."
"AMOX1500MGCAPSUBFOIL000530","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , HARVIMOX","Amoxicillin  Capsule  500 mg","Harvimox","H0017","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","19/4/2011","27/9/2006","","0","0","0","0","DR-XY18944-B","BFOIL","Blister foil","","","0","0/0/0","","000530",""
"AMOX1500MGCAPSUBFOIL000564","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , PRIMEX","Amoxicillin  Capsule  500 mg","Primex","P0104","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","16/8/2012","6/9/2007","","0","0","0","0","DR-XY18915","BFOIL","Blister foil","","","0","0/0/0","","000564",""
"AMOX1500MGCAPSUBFTCX000514","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , CIDALAC","Amoxicillin  Capsule  500 mg","Cidalac","C0092","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","24/1/2011","12/1/2007","","0","0","0","0","DR-XY20867","BFTCX","Blister foil by 10s (Box of 100s)","","","0","0/0/0","","000514",""
"AMOX1500MGCAPSUBFTCX000574","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , SYNCLOXIL","Amoxicillin  Capsule  500 mg","Syncloxil","S0113","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","5/2/2011","12/11/2007","","0","0","0","0","DRP-651","BFTCX","Blister foil by 10s (Box of 100s)","","","0","0/0/0","","000574",""
"AMOX1500MGCAPSUBFTCX000586","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , WESTFIMOX","Amoxicillin  Capsule  500 mg","Westfimox","W0002","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","19/9/2012","26/10/2007","","0","0","0","0","DR-XY18342-B","BFTCX","Blister foil by 10s (Box of 100s)","","","0","0/0/0","","000586",""
"AMOX1500MGCAPSUBFTCX002449","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , LADOXILLIN","Amoxicillin  CAPSULE  500 mg","Ladoxillin","L0007","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","16/4/2012","13/3/2009","R","0","0","0","0","DRP-663","BFTCX","Blister foil by 10s (Box of 100s)","","","0","0/0/0","","","Interchemex labs Inc."
"AMOX1500MGCAPSUBOTTL000583","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , VAXMAN","Amoxicillin  Capsule  500 mg","Vaxman","V0023","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","10/5/2012","2/7/2009","","0","0","0","0","DRP-1475","BOTTL","bottle","","","0","0/0/0","","000583",""
"AMOX1500MGCAPSUBOXHX000523","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , ERCITON","Amoxicillin  Capsule  500 mg","Erciton","E0044","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","21/6/2012","6/7/2007","","0","0","0","0","DR-XY21496","BOXHX","Box Of 100s","","","0","0/0/0","","000523",""
"AMOX1500MGCAPSUBP100000475","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , RODDEXIL","Amoxicillin  Capsule  500 mg","Roddexil","R0088","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","13/2/2010","6/10/2005","","0","0","0","0","DR-XY8724","BP100","Blister pack x 100","","","0","0/0/0","","000475",""
"AMOX1500MGCAPSUBP100000499","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , AMUSA","Amoxicillin  Capsule  500 mg","Amusa","A0131","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","30/5/2013","29/4/2008","","0","0","0","0","DR-XY25091","BP100","Blister pack x 100","","","0","0/0/0","","000499",""
"AMOX1500MGCAPSUBP100000511","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , BROSPEC","Amoxicillin  Capsule  500 mg","Brospec","B0103","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","6/2/2013","20/2/2008","","0","0","0","0","DR-XY22296","BP100","Blister pack x 100","","","0","0/0/0","","000511",""
"AMOX1500MGCAPSUBP100000538","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , LONGTERPY","Amoxicillin  Capsule  500 mg","Longterpy","L0068","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","29/7/2011","9/8/2006","","0","0","0","0","DR-XY21684","BP100","Blister pack x 100","","","0","0/0/0","","000538",""
"AMOX1500MGCAPSUBP100000539","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , LUMAR PHARMACEUTICALS LAB.","Amoxicillin  Capsule  500 mg","","","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","7/4/2010","7/10/2005","","0","0","0","0","DR-XY14353-G","BP100","Blister pack x 100","","","0","0/0/0","","000539","Lumar Pharmaceuticals Lab."
"AMOX1500MGCAPSUBP100000543","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , MAXIL","Amoxicillin  Capsule  500 mg","Maxil","M0022","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","23/8/2010","4/2/2009","","0","0","0","0","DRP-1251","BP100","Blister pack x 100","","","0","0/0/0","","000543",""
"AMOX1500MGCAPSUBP100000551","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , MOXYDRIL","Amoxicillin  Capsule  500 mg","Moxydril","M0152","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","2/12/2012","1/2/2008","","0","0","0","0","DR-XY23610","BP100","Blister pack x 100","","","0","0/0/0","","000551",""
"AMOX1500MGCAPSUBP100000563","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , PRIMAMOXIL","Amoxicillin  Capsule  500 mg","Primamoxil","P0102","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","6/7/2013","23/9/2008","","0","0","0","0","DR-XY20313-B","BP100","Blister pack x 100","","","0","0/0/0","","000563",""
"AMOX1500MGCAPSUBP100003549","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , CATRIMOX","Amoxicillin  CAPSULE  500 mg","Catrimox","C0037","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","24/11/2013","15/2/2006","R","0","0","0","0","DR-XY23557","BP100","Blister pack x 100","","","0","0/0/0","","","Ace Pharmaceuticals Inc."
"AMOX1500MGCAPSUBP10X000477","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , SPECTRA","Amoxicillin  Capsule  500 mg","Spectra","S0078","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","5/9/2010","5/9/2005","","0","0","0","0","DR-XY3046","BP10X","Blister pack X 10","","","0","0/0/0","","000477",""
"AMOX1500MGCAPSUBP10X000486","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , VS INTERNATIONAL PVT LTD MUMBAI INDIA","Amoxicillin  Capsule  500 mg","","","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","9/8/2009","9/8/2007","","0","0","0","0","DR-XY33709","BP10X","Blister pack X 10","","","0","0/0/0","","000486","VS International Pvt Ltd Mumbai India"
"AMOX1500MGCAPSUBP10X000496","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , AMELOX","Amoxicillin  Capsule  500 mg","Amelox","A0085","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","4/11/2012","24/1/2008","","0","0","0","0","DRP-743","BP10X","Blister pack X 10","","","0","0/0/0","","000496",""
"AMOX1500MGCAPSUBP10X000541","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , MAELENOXYL","Amoxicillin  Capsule  500 mg","Maelenoxyl","M0007","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","3/11/2009","21/2/2007","","0","0","0","0","DRP-312","BP10X","Blister pack X 10","","","0","0/0/0","","000541",""
"AMOX1500MGCAPSUBP10X000562","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , PHILAMOX","Amoxicillin  Capsule  500 mg","Philamox","P0066","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","3/11/2009","12/9/2005","","0","0","0","0","DR-XY14446","BP10X","Blister pack X 10","","","0","0/0/0","","000562",""
"AMOX1500MGCAPSUBP10X000581","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , VASTAMOX","Amoxicillin  Capsule  500 mg","Vastamox","V0020","Amoxicillin","AMOX1","","","Capsule","CAPSU","500 mg","500MG","","","","7/5/2012","27/4/2007","","0","0","0","0","DR-XY233","BP10X","Blister pack X 10","","","0","0/0/0","","000581",""
"AMOX1500MGCAPSUBP10X004457","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , SYNPENN RESEARCH INC.","Amoxicillin  CAPSULE  500 mg","","","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","19/9/2012","30/1/2008","R","0","0","0","0","DR-XY21939","BP10X","Blister pack x 10","","","0","0/0/0","","","Synpenn Research Inc."
"AMOX1500MGCAPSUBP110002088","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , PHILAMOX","Amoxicillin  CAPSULE  500 mg","Philamox","P0066","Amoxicillin","AMOX1",,,"CAPSULE","CAPSU","500 mg","500MG","Y",,,"3/11/2014","9/11/2009",,,,"871.5",,"DI-001056","BP110","Blister Pack by 10s (Box of 110s)",,,"0",,"","002088",
"AMOX1500MGCAPSUBP351002541","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , MAROXIL","Amoxicillin  CAPSULE  500 mg","Maroxil","M0015","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","4/2/2013","4/3/2008","R","0","0","0","0","DRP-207-02","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","New Myrex Lab"
"AMOX1500MGCAPSUBP351002765","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , PEMOLOX","Amoxicillin  CAPSULE  500 mg","Pemolox","P0035","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","15/12/2010","6/4/2010","R","0","0","0","0","DR-XY26774","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Hizon Labs Inc"
"AMOX1500MGCAPSUBP351002784","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , PHILAMOX","Amoxicillin  CAPSULE  500 mg","Philamox","P0066","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","3/11/2014","9/11/2009","R","0","0","0","0","DR-XY14446","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Philmed Labs Inc"
"AMOX1500MGCAPSUBP351002926","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , RODDEXIL","Amoxicillin  CAPSULE  500 mg","Roddexil","R0088","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","13/2/2015","22/2/2010","R","0","0","0","0","DR-XY8724","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","New Myrex Labs Inc."
"AMOX1500MGCAPSUBP351002951","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , SAVERMOX","Amoxicillin  CAPSULE  500 mg","Savermox","S0014","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","12/9/2013","29/1/2010","I","0","0","0","0","DRP-1860","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","North China Pharma'l Group Formulation Co., Ltd"
"AMOX1500MGCAPSUBP351002961","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , SEMOXIL","Amoxicillin  CAPSULE  500 mg","Semoxil","S0030","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","4/2/2013","19/11/2009","I","0","0","0","0","DRP-207-04","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","New Myrex Labs Inc."
"AMOX1500MGCAPSUBP351003460","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , BOIECILLIN","Amoxicillin  CAPSULE  500 mg","Boiecillin","B1231","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","10/3/2014","4/11/2009","I","0","0","0","0","DRP-316-02","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Flamingo Pharma'l Ltd"
"AMOX1500MGCAPSUBP351003470","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , BRADOXIL","Amoxicillin  CAPSULE  500 mg","Bradoxil","B0089","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","5/2/2013","17/3/2010","R","0","0","0","0","DR-XY28289","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Singapore Pharmawealth Lifesciences Inc"
"AMOX1500MGCAPSUBP351003785","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , COSTAMOX","Amoxicillin  CAPSULE  500 mg","Costamox","C0306","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","21/4/2014","18/1/2010","I","0","0","0","0","DRP-229-03","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Ad-Drugstel Pharma'l Labs., Inc"
"AMOX1500MGCAPSUBP351003982","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , EPIMOX","Amoxicillin  CAPSULE  500 mg","Epimox","E0042","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","5/12/2012","22/1/2008","R","0","0","0","0","DR-XY28127","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","V.S. International Pvt Ltd"
"AMOX1500MGCAPSUBP351004013","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , EUROMOX","Amoxicillin  CAPSULE  500 mg","Euromox","E1561","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","5/4/2012","31/5/2007","I","0","0","0","0","DR-XY17114","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Compact"
"AMOX1500MGCAPSUBP351004021","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , EXBROPIN","Amoxicillin  CAPSULE  500 mg","Exbropin","E0077","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","19/1/2012","7/11/2006","AR","0","0","0","0","DR-XY19518-B","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","lloyd"
"AMOX1500MGCAPSUBP351004427","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , ACCORD BIO","Amoxicillin  CAPSULE  500 mg","","","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","4/2/2012","15/11/2007","R","0","0","0","0","DR-XY7304-G","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Accord Bio"
"AMOX1500MGCAPSUBP351004429","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , AD DRUGSTEL","Amoxicillin  CAPSULE  500 mg","","","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","27/3/2011","16/4/2008","R","0","0","0","0","DR-XY24016","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","AD Drugstel"
"AMOX1500MGCAPSUBP351004430","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , ASIA PACIFIC HEALTHCARE LABORATORIES CORP.","Amoxicillin  CAPSULE  500 mg","","","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","3/3/2014","15/1/2010","R","0","0","0","0","DRP-1815","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Asia Pacific Healthcare Laboratories Corp."
"AMOX1500MGCAPSUBP351004436","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , DRUGMAKERS","Amoxicillin  CAPSULE  500 mg","","","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","17/3/2013","3/4/2008","R","0","0","0","0","DR-XY5071","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Drugmakers"
"AMOX1500MGCAPSUBP351004439","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , HIZON LABS INC","Amoxicillin  CAPSULE  500 mg","","","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","11/1/2015","19/2/2010","R","0","0","0","0","DR-XY19848","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Hizon Labs Inc"
"AMOX1500MGCAPSUBP351004442","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , J.M. TOLMANN LABS., INC","Amoxicillin  CAPSULE  500 mg","","","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","2/8/2012","26/2/2010","I","0","0","0","0","DRP-1431-01","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","J.M. Tolmann Labs., Inc"
"AMOX1500MGCAPSUBP351004443","AMOX1CAPSU500MG","Amoxicillin , 500 mg , Capsule , JB ORCHID","Amoxicillin  CAPSULE  500 mg","","","Amoxicillin","AMOX1","","","CAPSULE","CAPSU","500 mg","500MG","Y","","","14/8/2010","22/12/2006","I","0","0","0","0","DR-XY20208","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","JB Orchid"
