"fhudname","phic_name","fhudcode","regcode","provcode","provname","citycode","cityname","facility_type_desc","pan"
"LINAMPONGAN BARANGAY HEALTH STATION",,"DOH000000000002249","06","0619","CAPIZ","061912","PONTEVEDRA","BHS",
"GINES INTERIOR BARANGAY HEALTH STATION",,"DOH000000000002250","06","0630","ILOILO","063012","CABATUAN","BHS",
"BAROTAC NUEVO RURAL HEALTH UNIT",,"DOH000000000002252","06","0630","ILOILO","063007","BAROTAC NUEVO","RHU",
"SAINT BERNARD RURAL HEALTH UNIT","ST. BERNARD RHU & FPC","DOH000000000002253","08","0864","SOUTHERN LEYTE","086412","SAINT BERNARD","RHU","P08025140"
"DILAGUIDI BARANGAY HEALTH STATION",,"DOH000000000002258","03","0377","AURORA","037703","DILASAG","BHS",
"POBLACION CAMPO BARANGAY HEALTH STATION",,"DOH000000000002259","06","0619","CAPIZ","061913","PRESIDENT ROXAS","BHS",
"M.C. ICASIANO HEALTH CENTER",,"DOH000000000002263","13","1339","MANILA, NCR,  FIRST DISTRICT","133911","PACO","RHU",
"LIDONG BARANGAY HEALTH STATION",,"DOH000000000002266","05","0505","ALBAY","050514","POLANGUI","BHS",
"RIBSUAN BARANGAY HEALTH STATION",,"DOH000000000002267","01","0133","LA UNION","013311","NAGUILIAN","BHS",
"PRIETO DIAZ MUNICIPAL HEALTH OFFICE","RHU PRIETO DIAZ","DOH000000000002268","05","0562","SORSOGON","056214","PRIETO DIAZ","RHU","P05024634"
"CONSOLACION BARANGAY HEALTH STATION",,"DOH000000000002269","06","0619","CAPIZ","061903","DUMALAG","BHS",
"ABIJOD BARANGAY HEALTH STATION",,"DOH000000000002272","11","1125","DAVAO ORIENTAL","112505","CATEEL","BHS",
"POGO GRANDE BARANGAY HEALTH STATION",,"DOH000000000002274","01","0155","PANGASINAN","015518","DAGUPAN CITY","BHS",
"BALATAN RURAL HEALTH UNIT",,"DOH000000000002276","05","0517","CAMARINES SUR","051702","BALATAN","RHU",
"CALVARIO BARANGAY HEALTH STATION",,"DOH000000000002277","09","0997","CITY OF ISABELA","099701","CITY OF ISABELA (Capital)","BHS",
"TBOLI RURAL HEALTH UNIT","T'BOLI RURAL HEALTH UNIT","DOH000000000002278","12","1263","SOUTH COTABATO","126316","T'BOLI","RHU","P12025535"
"MANUYO UNO HEALTH CENTER",,"DOH000000000002282","13","1376","NCR   FOURTH DISTRICT","137601","CITY OF LAS PIÃƒâ€šÃ‚ÂAS","RHU",
"PATUCO (SARANGANI NORTE) BARANGAY HEALTH STATION",,"DOH000000000002283","11","1186","DAVAO OCCIDENTAL","118605",,"BHS",
"MARILOG DISTRICT HEALTH OFFICE",,"DOH000000000002285","11","1124","DAVAO DEL SUR","112402","DAVAO CITY","RHU",
"BARANGKA HEALTH CENTER",,"DOH000000000002286","13","1374","NCR   SECOND DISTRICT","137402","CITY OF MARIKINA","RHU",
"BONGABON RURAL HEALTH UNIT II","BONGABON RHU II","DOH000000000002287","03","0349","NUEVA ECIJA","034902","BONGABON","RHU","P03030059"
"GUPA BARANGAY HEALTH STATION",,"DOH000000000002288","03","0377","AURORA","037706","DIPACULAO","BHS",
"POBLACION 4 BARANGAY HEALTH STATION",,"DOH000000000002289","11","1125","DAVAO ORIENTAL","112509","MATI (Capital)","BHS",
"LAGAYAN RURAL HEALTH UNIT",,"DOH000000000002290","14","1401","ABRA","140111","LAGAYAN","RHU",
"COMPOSTELA MUNICIPAL HEALTH OFFICE","COMPOSTELA MUNICIPAL HEALTH OFFICE","DOH000000000002291","11","1182","COMPOSTELA VALLEY","118201","COMPOSTELA","RHU","P11025496"
"TIGBAO RURAL HEALTH UNIT","TIGBAO RURAL HEALTH UNIT ","DOH000000000002292","09","0973","ZAMBOANGA DEL SUR","097344","TIGBAO","RHU","P09025276"
"MAHAYAG RURAL HEALTH UNIT","MAHAYAG RURAL HEALTH UNIT","DOH000000000002293","09","0973","ZAMBOANGA DEL SUR","097315","MAHAYAG","RHU","P09025288"
"TABINA RURAL HEALTH UNIT",,"DOH000000000002294","09","0973","ZAMBOANGA DEL SUR","097327","TABINA","RHU",
"SAN JORGE RURAL HEALTH UNIT",,"DOH000000000002295","08","0860","WESTERN SAMAR","086025","SAN JORGE","RHU",
"SUCAT HEALTH CENTER","CITY GOVERNMENT OF MUNTINLUPA/SUCAT HEALTH CENTER","DOH000000000002298","13","1376","NCR   FOURTH DISTRICT","137603","CITY OF MUNTINLUPA","RHU","P92027139"
"CAUNAYAN BARANGAY HEALTH STATION",,"DOH000000000002299","01","0128","ILOCOS NORTE","012815","PAGUDPUD","BHS",
"MALILION BARANGAY HEALTH STATION",,"DOH000000000002300","01","0155","PANGASINAN","015536","SAN NICOLAS","BHS",
"POBLACION BARANGAY HEALTH STATION",,"DOH000000000002302","11","1125","DAVAO ORIENTAL","112504","CARAGA","BHS",
"CABAGAN RURAL HEALTH UNIT","RURAL HEALTH UNIT CABAGAN","DOH000000000002305","02","0231","ISABELA","023106","CABAGAN","RHU","P02024246"
"TUNGA RURAL HEALTH UNIT","RHU TUNGA","DOH000000000002306","08","0837","LEYTE","083750","TUNGA","RHU","P08025061"
"NORALA RURAL HEALTH UNIT","NORALA RHU","DOH000000000002307","12","1263","SOUTH COTABATO","126311","NORALA","RHU","P12025541"
"CORDON RURAL HEALTH UNIT WITH BIRTHING CENTER",,"DOH000000000002308","02","0231","ISABELA","023109","CORDON","RHU",
"LABANGAN RURAL HEALTH UNIT","LABANGAN RURAL HEALTH UNIT","DOH000000000002309","09","0973","ZAMBOANGA DEL SUR","097312","LABANGAN","RHU","P09025300"
"QUINAPONDAN RURAL HEALTH UNIT",,"DOH000000000002310","08","0826","EASTERN SAMAR","082618","QUINAPONDAN","RHU",
"PALAPAR SUR BARANGAY HEALTH STATION",,"DOH000000000002315","01","0155","PANGASINAN","015524","MALASIQUI","BHS",
"BO. SAN JOSE HEALTH CENTER",,"DOH000000000002317","13","1375","NCR   THIRD DISTRICT","137501","KALOOKAN CITY","RHU",
"KABAYAN RURAL HEALTH UNIT","KABAYAN RURAL HEALTH UNIT - PCB1","DOH000000000002318","14","1411","BENGUET","141107","KABAYAN","RHU","P13025612"
"BONGABON RURAL HEALTH UNIT I",,"DOH000000000002319","03","0349","NUEVA ECIJA","034902","BONGABON","RHU",
"HINATUAN MUNICIPAL HEALTH OFFICE AND REPRODUCTIVE HEALTH UNIT",,"DOH000000000002320","16","1668","SURIGAO DEL SUR","166809","HINATUAN","RHU",
"SWITCH BARANGAY HEALTH STATION",,"DOH000000000002323","06","0619","CAPIZ","061917","TAPAZ","BHS",
"PITOGO HEALTH CENTER",,"DOH000000000002324","13","1376","NCR   FOURTH DISTRICT","137602","CITY OF MAKATI","RHU",
"SAGUIARAN RURAL HEALTH UNIT","SAGUIARAN RHU","DOH000000000002325","15","1536","LANAO DEL SUR","153625","SAGUIARAN","RHU","P15025837"
"SANTA ROSA CITY HEALTH OFFICE II","STA. ROSA CITY HEALTH OFFICE II","DOH000000000002328","04","0434","LAGUNA","043428","SANTA ROSA","CHO","P41025926"
"MABINI BARANGAY HEALTH STATION",,"DOH000000000002329","11","1124","DAVAO DEL SUR","112407","MAGSAYSAY","BHS",
"ALIAGA RURAL HEALTH UNIT I",,"DOH000000000002330","03","0349","NUEVA ECIJA","034901","ALIAGA","RHU",
"TALISAY RURAL HEALTH UNIT III","RHU III TALISAY CITY","DOH000000000002331","07","0722","CEBU","072250","CITY OF TALISAY","RHU","P07024914"
"DIPOLOG CITY CITY HEALTH OFFICE","DIPOLOG CITY HEALTH OFFICE","DOH000000000002333","09","0972","ZAMBOANGA DEL NORTE","097202","DIPOLOG CITY (Capital)","RHU","P09025235"
"SABANGAN BARANGAY HEALTH STATION",,"DOH000000000002335","01","0129","ILOCOS SUR","012927","SANTIAGO","BHS",
"KALIGAYAHAN HEALTH CENTER",,"DOH000000000002336","13","1374","NCR   SECOND DISTRICT","137404","QUEZON CITY","RHU",
"SAN ISIDRO BARANGAY HEALTH STATION",,"DOH000000000002341","11","1186","DAVAO OCCIDENTAL","118602",,"BHS",
"SAN ISIDRO BARANGAY HEALTH STATION",,"DOH000000000002342","11","1125","DAVAO ORIENTAL","112508","MANAY","BHS",
"ROSARIO MUNICIPAL HEALTH UNIT AND FAMILY PLANNING HEALTH CLINIC","ROSARIO RURAL HEALTH UNIT & FAMILY PLANNING CLINIC","DOH000000000002343","01","0133","LA UNION","013313","ROSARIO","RHU","P01024131"
"BURUANGA RURAL HEALTH UNIT","BURUANGA RURAL HEALTH UNIT","DOH000000000002344","06","0604","AKLAN","060405","BURUANGA","RHU","P06024700"
"PASIBI EAST BARANGAY HEALTH STATION",,"DOH000000000002345","01","0155","PANGASINAN","015545","URBIZTONDO","BHS",
"CAVITE CITY HEALTH OFFICE",,"DOH000000000002346","04","0421","CAVITE","042105","CAVITE CITY","CHO",
"PITOGO RURAL HEALTH UNIT",,"DOH000000000002347","09","0973","ZAMBOANGA DEL SUR","097338","PITOGO","RHU",
"NAGCARLAN RURAL HEALTH UNIT I","RURAL HEALTH UNIT OF NAGCARLAN","DOH000000000002348","04","0434","LAGUNA","043417","NAGCARLAN","RHU","P41027226"
"BANDERA BARANGAY HEALTH STATION",,"DOH000000000002351","11","1123","DAVAO DEL NORTE","112317","ISLAND GARDEN CITY OF SAMAL","BHS",
"PASILENG NORTE BARANGAY HEALTH STATION",,"DOH000000000002352","01","0155","PANGASINAN","015512","BINALONAN","BHS",
"BACO RURAL HEALTH UNIT","BACO MUNICIPAL HEALTH OFFICE","DOH000000000002353","17","1752","ORIENTAL MINDORO","175201","BACO","RHU","P42026053"
"MINA RURAL HEALTH UNIT","MINA RURAL HEALTH UNIT","DOH000000000002354","06","0630","ILOILO","063031","MINA","RHU","P06024750"
"POBLACION NORTE BARANGAY HEALTH STATION",,"DOH000000000002356","06","0619","CAPIZ","061905","IVISAN","BHS",
"POLILLO RURAL HEALTH UNIT",,"DOH000000000002358","04","0456","QUEZON","045636","POLILLO","RHU",
"BUGASONG RURAL HEALTH UNIT","BUGASONG RURAL HEALTH UNIT ","DOH000000000002360","06","0606","ANTIQUE","060604","BUGASONG","RHU","P06024716"
"SIBUCO RURAL HEALTH UNIT",,"DOH000000000002361","09","0972","ZAMBOANGA DEL NORTE","097216","SIBUCO","RHU",
"REINA MERCEDES RURAL HEALTH UNIT",,"DOH000000000002362","02","0231","ISABELA","023125","REINA MERCEDES","RHU",
"BONIFACIO RURAL HEALTH UNIT","BONIFACIO RURAL HEALTH UNIT ","DOH000000000002363","10","1042","MISAMIS OCCIDENTAL","104203","BONIFACIO","RHU","P10025395"
"TAYTAY RURAL HEALTH UNIT","TAYTAY RURAL HEALTH UNIT","DOH000000000002365","17","1753","PALAWAN","175320","TAYTAY","RHU","P42026088"
"SANTA ELENA HEALTH CENTER",,"DOH000000000002367","13","1374","NCR   SECOND DISTRICT","137402","CITY OF MARIKINA","RHU",
"GENERAL MAMERTO NATIVIDAD RURAL HEALTH UNIT",,"DOH000000000002368","03","0349","NUEVA ECIJA","034909","GENERAL MAMERTO NATIVIDAD","RHU",
"IMPASUG-ONG RURAL HEALTH UNIT","IMPASUGONG MUNICIPAL HEALTH OFFICE","DOH000000000002369","10","1013","BUKIDNON","101305","IMPASUG-ONG","RHU","P10025340"
"BAYANAN HEALTH CENTER (ANNEX)","CITY GOVERNMENT OF MUNTINLUPA/BAYANAN HEALTH CENTER ANNEX","DOH000000000002370","13","1376","NCR   FOURTH DISTRICT","137603","CITY OF MUNTINLUPA","RHU","P92027132"
"ABACCAN BARANGAY HEALTH STATION",,"DOH000000000002371","01","0129","ILOCOS SUR","012929","SIGAY","BHS",
"SAN JUAN BARANGAY HEALTH STATION",,"DOH000000000002373","06","0619","CAPIZ","061906","JAMINDAN","BHS",
"AGUTAYA RURAL HEALTH UNIT","AGUTAYA RURAL HEALTH UNIT","DOH000000000002375","17","1753","PALAWAN","175302","AGUTAYA","RHU","P42026068"
"TANAWAN BARANGAY HEALTH STATION",,"DOH000000000002377","05","0541","MASBATE","054117","PLACER","BHS",
"DANSOLIHON BARANGAY HEALTH STATION",,"DOH000000000002378","10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","BHS",
"PANIQUI BIRTHING HOME",,"DOH000000000002379","03","0369","TARLAC","036910","PANIQUI","BH",
"IBA RURAL HEALTH UNIT","MUNICIPAL HEALTH OFFICE IBA","DOH000000000002382","03","0371","ZAMBALES","037105","IBA (Capital)","RHU","P03024496"
"DISTRICT A (T. CLAUDIO) HEALTH OFFICE",,"DOH000000000002383","11","1124","DAVAO DEL SUR","112402","DAVAO CITY","RHU",
"GARCIA HEIGHTS HEALTH CENTER",,"DOH000000000002384","11","1124","DAVAO DEL SUR","112402","DAVAO CITY","RHU",
"DISTRICT C (M. FOREST) HEALTH OFFICE",,"DOH000000000002385","11","1124","DAVAO DEL SUR","112402","DAVAO CITY","RHU",
"LOBO RURAL HEALTH UNIT","LOBO MUNICIPAL HEALTH OFFICE","DOH000000000002386","04","0410","BATANGAS","041015","LOBO","RHU","P42026924"
"CAMILING RURAL HEALTH UNIT I","CAMILING RURAL HEALTH UNIT","DOH000000000002387","03","0369","TARLAC","036903","CAMILING","RHU","P03024463"
"LOPE DE VEGA RURAL HEALTH UNIT","LOPE DE VEGA RURAL HEALTH UNIT","DOH000000000002388","08","0848","NORTHERN SAMAR","084824","LOPE DE VEGA","RHU","P08025124"
"LORETO RURAL HEALTH UNIT AND FAMILY PLANNING CENTER",,"DOH000000000002391","16","1667","SURIGAO DEL NORTE","166724","SURIGAO CITY (Capital)","RHU",
"CENTRAL (POB.) BARANGAY HEALTH STATION",,"DOH000000000002392","11","1125","DAVAO ORIENTAL","112501","BAGANGA","BHS",
"MAYO BARANGAY HEALTH STATION",,"DOH000000000002393","11","1125","DAVAO ORIENTAL","112509","MATI (Capital)","BHS",
"PASIMA BARANGAY HEALTH STATION",,"DOH000000000002394","01","0155","PANGASINAN","015524","MALASIQUI","BHS",
"ZARAH BARANGAY HEALTH STATION",,"DOH000000000002395","03","0377","AURORA","037708","SAN LUIS","BHS",
"LA LIBERTAD RURAL HEALTH UNIT","RHU LA LIBERTAD","DOH000000000002396","07","0746","NEGROS ORIENTAL","074613","LA LIBERTAD","RHU","P07024988"
"MABALAS-BALAS BARANGAY HEALTH STATION MABALASBALAS",,"DOH000000000002397","03","0314","BULACAN","031422","SAN RAFAEL","BHS",
"LUBAO RURAL HEALTH UNIT III",,"DOH000000000002398","03","0354","PAMPANGA","035408","LUBAO","RHU",
"KAWIT RURAL HEALTH UNIT I","KAWIT I RURAL HEALTH UNIT ","DOH000000000002399","04","0421","CAVITE","042111","KAWIT","RHU","P41025889"
"SABANGAN RURAL HEALTH UNIT","SABANGAN RURAL HEALTH UNIT - PCB1","DOH000000000002400","14","1444","MOUNTAIN PROVINCE","144407","SABANGAN","RHU","P13025646"
"HINGYON RURAL HEALTH UNIT","HINGYON RURAL HEALTH UNIT - PCB1","DOH000000000002401","14","1427","IFUGAO","142709","HINGYON","RHU","P13026907"
"JAMINDAN RURAL HEALTH UNIT","JAMINDAN MUNICIPAL HEALTH OFFICE","DOH000000000002402","06","0619","CAPIZ","061906","JAMINDAN","RHU","P06024728"
"KAPATAGAN RURAL HEALTH UNIT",,"DOH000000000002403","15","1536","LANAO DEL SUR","153639","KAPATAGAN","RHU",
"MASALONG BARANGAY HEALTH STATION",,"DOH000000000002410","05","0516","CAMARINES NORTE","051606","LABO","BHS",
"POLO BARANGAY HEALTH STATION",,"DOH000000000002411","01","0155","PANGASINAN","015503","CITY OF ALAMINOS","BHS",
"KAPAI RURAL HEALTH UNIT","KAPAI RHU","DOH000000000002412","15","1536","LANAO DEL SUR","153610","KAPAI","RHU","P15025817"
"GITAGUM RURAL HEALTH UNIT",,"DOH000000000002413","10","1043","MISAMIS ORIENTAL","104309","GITAGUM","RHU",
"TAAL RURAL HEALTH UNIT I","TAAL RURAL HEALTH UNIT / MUNICIPALITY OF TAAL, BATANGAS / TAAL BIRTHING HOME","DOH000000000002414","04","0410","BATANGAS","041029","TAAL","RHU","P42026034"
"BUHANGIN DISTRICT HEALTH OFFICE",,"DOH000000000002415","11","1124","DAVAO DEL SUR","112402","DAVAO CITY","RHU",
"SANTA TERESITA RURAL HEALTH UNIT","RHU STA. TERESITA","DOH000000000002416","04","0410","BATANGAS","041027","SANTA TERESITA","RHU","P42026925"
"MEXICO RURAL HEALTH UNIT III","MEXICO RHU III  ","DOH000000000002417","03","0354","PAMPANGA","035413","MEXICO","RHU","P03024449"
"SANTA LUCIA SUPER HEALTH CENTER",,"DOH000000000002418","13","1374","NCR   SECOND DISTRICT","137404","QUEZON CITY","RHU",
"NEW VISAYAS BARANGAY HEALTH STATION",,"DOH000000000002422","11","1123","DAVAO DEL NORTE","112315","CITY OF PANABO","BHS",
"TANUMAN BARANGAY HEALTH STATION",,"DOH000000000002423","11","1186","DAVAO OCCIDENTAL","118602",,"BHS",
"TUBURAN BARANGAY HEALTH STATION",,"DOH000000000002424","10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","BHS",
"PINGGAN BARANGAY HEALTH STATION",,"DOH000000000002426","08","0826","EASTERN SAMAR","082607","GENERAL MACARTHUR","BHS",
"KALUMPANG HEALTH CENTER",,"DOH000000000002427","13","1374","NCR   SECOND DISTRICT","137402","CITY OF MARIKINA","RHU",
"MALAMIG HEALTH CENTER",,"DOH000000000002428","13","1374","NCR   SECOND DISTRICT","137401","CITY OF MANDALUYONG","RHU",
"PATAYAK BARANGAY HEALTH STATION",,"DOH000000000002429","01","0155","PANGASINAN","015538","SANTA BARBARA","BHS",
"ALICIA RURAL HEALTH UNIT","RURAL HEALTH UNIT OF ALICIA ","DOH000000000002430","02","0231","ISABELA","023101","ALICIA","RHU","P02024288"
"MABINI-J. RIZAL HEALTH CENTER","CITY GOVERNMENT OF MANDALUYONG - MABINI J. RIZAL HEALTH CENTER ","DOH000000000002431","13","1374","NCR   SECOND DISTRICT","137401","CITY OF MANDALUYONG","RHU","P91026253"
"ECHAGUE RURAL HEALTH UNIT",,"DOH000000000002432","02","0231","ISABELA","023112","ECHAGUE","RHU",
"BAYUGAN RURAL HEALTH UNIT","BAYUGAN REPRODUCTIVE HEALTH CENTER ","DOH000000000002433","16","1603","AGUSAN DEL SUR","160301","CITY OF BAYUGAN","RHU","P14025699"
"CABANGAN RURAL HEALTH UNIT",,"DOH000000000002434","03","0371","ZAMBALES","037102","CABANGAN","RHU",
"BAGONG LIPUNAN HEALTH CENTER",,"DOH000000000002437","13","1339","MANILA, NCR,  FIRST DISTRICT","133912","PANDACAN","RHU",
"MALIPO BARANGAY HEALTH STATION",,"DOH000000000002439","05","0505","ALBAY","050504","GUINOBATAN","BHS",
"TAMARO BARANGAY HEALTH STATION",,"DOH000000000002440","01","0155","PANGASINAN","015511","BAYAMBANG","BHS",
"TANQUI BARANGAY HEALTH STATION",,"DOH000000000002441","01","0133","LA UNION","013314","CITY OF SAN FERNANDO (Capital)","BHS",
"SIPOCOT RURAL HEALTH UNIT","RHU SIPOCOT","DOH000000000002442","05","0517","CAMARINES SUR","051734","SIPOCOT","RHU","P05024578"
"TORRIJOS RURAL HEALTH UNIT","TORRIJOS RURAL HEALTH UNIT","DOH000000000002443","17","1740","MARINDUQUE","174006","TORRIJOS","RHU","P42026044"
"SANTA CRUZ RURAL HEALTH UNIT",,"DOH000000000002444","17","1751","OCCIDENTAL MINDORO","175111","SANTA CRUZ","RHU",
"PILAR RURAL HEALTH UNIT","MUNICIPAL HEALTH OFFICE-  PILAR, BOHOL","DOH000000000002445","07","0712","BOHOL","071234","PILAR","RHU","P07024989"
"ROXAS RURAL HEALTH UNIT","RURAL HEALTH UNIT AND ROXAS BIRTHING CENTER","DOH000000000002446","02","0231","ISABELA","023126","ROXAS","RHU","P02024295"
"SAN JULIAN MUNICIPAL HEALTH OFFICE",,"DOH000000000002447","08","0826","EASTERN SAMAR","082620","SAN JULIAN","RHU",
"IRIGA CITY HEALTH OFFICE",,"DOH000000000002448","05","0517","CAMARINES SUR","051716","IRIGA CITY","CHO",
"ARGAO RURAL HEALTH UNIT I",,"DOH000000000002449","07","0722","CEBU","072205","ARGAO","RHU",
"ROMBLON RURAL HEALTH UNIT","ROMBLON RURAL HEALTH UNIT DO?A JUANITA CHANCO MEMORIAL CENTER","DOH000000000002453","17","1759","ROMBLON","175910","ROMBLON (Capital)","RHU","P42026097"
"BUCLAD BARANGAY HEALTH STATION",,"DOH000000000002455","11","1123","DAVAO DEL NORTE","112301","ASUNCION (SAUG)","BHS",
"DATU BALONG BARANGAY HEALTH STATION",,"DOH000000000002456","11","1123","DAVAO DEL NORTE","112324","SAN ISIDRO","BHS",
"SALAPINGAO BARANGAY HEALTH STATION",,"DOH000000000002458","01","0155","PANGASINAN","015518","DAGUPAN CITY","BHS",
"PAGLAT RURAL HEALTH UNIT","PAGLAT RHU ","DOH000000000002459","15","1538","MAGUINDANAO","153823","PAGLAT","RHU","P15025864"
"PARIOC II BARANGAY HEALTH STATION",,"DOH000000000002461","01","0129","ILOCOS SUR","012906","CITY OF CANDON","BHS",
"MLANG RURAL HEALTH UNIT","M'LANG MUNICIPAL HEALTH SERVICES","DOH000000000002464","12","1247","COTABATO","124710","M'LANG","RHU","P12025514"
"BACNOTAN MUNICIPAL HEALTH OFFICE","BACNOTAN RURAL HEALTH UNIT","DOH000000000002465","01","0133","LA UNION","013303","BACNOTAN","RHU","P01024123"
"MASIKAP HEALTH CENTER","MUNICIPALITY OF PATEROS / MASIKAP HEALTH CENTER ","DOH000000000002466","13","1376","NCR   FOURTH DISTRICT","137606","PATEROS","RHU","P91026223"
"SAN ISIDRO RURAL HEALTH UNIT","RHU SAN ISIDRO","DOH000000000002467","07","0712","BOHOL","071237","SAN ISIDRO","RHU","P07024991"
"SIQUIJOR RURAL HEALTH UNIT","SIQUIJOR RURAL HEALTH UNIT","DOH000000000002468","07","0761","SIQUIJOR","076106","SIQUIJOR (Capital)","RHU","P07024981"
"LAPU-LAPU CITY HEALTH OFFICE",,"DOH000000000002469","07","0722","CEBU","072226","LAPU-LAPU CITY (OPON)","CHO",
"ELIAS ALDANA HEALTH CENTER","CITY GOVERNMENT OF LAS PI?AS/ E. ALDANA HEALTH CENTER","DOH000000000002472","13","1376","NCR   FOURTH DISTRICT","137601","CITY OF LAS PIÃƒâ€šÃ‚ÂAS","RHU","P92026442"
"AMAMPEREZ BARANGAY HEALTH STATION",,"DOH000000000002473","01","0155","PANGASINAN","015511","BAYAMBANG","BHS",
"BGY. NO. 56-A, BACSIL NORTH BARANGAY HEALTH STATION",,"DOH000000000002474","01","0128","ILOCOS NORTE","012812","LAOAG CITY (Capital)","BHS",
"MANGAAN BARANGAY HEALTH STATION",,"DOH000000000002475","01","0133","LA UNION","013318","SANTOL","BHS",
"PARINGAO BARANGAY HEALTH STATION",,"DOH000000000002476","01","0133","LA UNION","013307","BAUANG","BHS",
"POBLACION 3 BARANGAY HEALTH STATION",,"DOH000000000002477","11","1125","DAVAO ORIENTAL","112509","MATI (Capital)","BHS",
"BAGUIO DISTRICT HEALTH OFFICE",,"DOH000000000002481","11","1124","DAVAO DEL SUR","112402","DAVAO CITY","RHU",
"AGLALANA BARANGAY HEALTH STATION",,"DOH000000000002484","06","0619","CAPIZ","061904","DUMARAO","BHS",
"NARRA OESTE BARANGAY HEALTH STATION",,"DOH000000000002485","01","0133","LA UNION","013314","CITY OF SAN FERNANDO (Capital)","BHS",
"TOBGON BARANGAY HEALTH STATION",,"DOH000000000002486","05","0505","ALBAY","050512","OAS","BHS",
"USON BARANGAY HEALTH STATION",,"DOH000000000002487","08","0878","BILIRAN","087804","CAIBIRAN","BHS",
"PASSI CITY HEALTH CENTER","PASSI CITY HEALTH OFFICE ","DOH000000000002491","06","0630","ILOILO","063035","CITY OF PASSI","RHU","P06024773"
"CUENCA RURAL HEALTH UNIT","CUENCA RURAL HEALTH UNIT  ","DOH000000000002492","04","0410","BATANGAS","041009","CUENCA","RHU","P42026018"
"PANGASCASAN BARANGAY HEALTH STATION",,"DOH000000000002493","01","0155","PANGASINAN","015515","BUGALLON","BHS",
"POLIPOL BARNGAY HEALTH STATION",,"DOH000000000002494","01","0133","LA UNION","013315","SAN GABRIEL","BHS",
"VERGARA HEALTH CENTER","CITY GOVERNMENT OF MANDALUYONG - VERGARA HEALTH CENTER","DOH000000000002498","13","1374","NCR   SECOND DISTRICT","137401","CITY OF MANDALUYONG","RHU","P91026245"
"BOLINAO RURAL HEALTH UNIT II",,"DOH000000000002500","01","0155","PANGASINAN","015514","BOLINAO","RHU",
"BURGOS RURAL HEALTH UNIT",,"DOH000000000002503","16","1667","SURIGAO DEL NORTE","166704","BURGOS","RHU",
"KAWIT RURAL HEALTH UNIT II",,"DOH000000000002504","04","0421","CAVITE","042111","KAWIT","RHU",
"ISABELA RURAL HEALTH UNIT",,"DOH000000000002508","06","0645","NEGROS OCCIDENTAL","064514","ISABELA","RHU",
"BAY RURAL HEALTH UNIT",,"DOH000000000002510","04","0434","LAGUNA","043402","BAY","RHU",
"AGPAY BARANGAY HEALTH STATION",,"DOH000000000002511","01","0133","LA UNION","013308","BURGOS","BHS",
"BATO BARANGAY HEALTH STATION",,"DOH000000000002512","01","0133","LA UNION","013314","CITY OF SAN FERNANDO (Capital)","BHS",
