"caserate_code","caserate_desc","casetype","firstrate","firstpf","firsthosp","caseratecode"
"27620","Arthrotomy, ankle, w/ joint exploration, w/ or w/o biopsy, w/ or w/o removal of loose or foreign body","P","12900","6300","6600","CR1529"
"27625","Arthrotomy, ankle, w/ synovectomy;","P","18420","8820","9600","CR2241"
"27626","Arthrotomy, ankle, w/ synovectomy; including tenosynovectomy","P","21940","9240","12700","CR2307"
"27630","Excision of lesion of tendon sheath or capsule (e.g., cyst or ganglion), leg and/or ankle","P","5680","1680","4000","CR0532"
"27635","Excision or curettage of bone cyst or benign tumor, tibia or fibula;","P","14960","7560","7400","CR1853"
"27637","Excision or curettage of bone cyst or benign tumor, tibia or fibula; w/ autograft(includes obtaining graft)","P","21940","9240","12700","CR2308"
"27638","Excision or curettage of bone cyst or benign tumor, tibia or fibula; w/ allograft","P","21940","9240","12700","CR2309"
"27640","Partial excision (craterization, saucerization, or diaphysectomy) of bone (e.g., for osteomyelitis or exostosis); tibia","P","18420","8820","9600","CR2242"
"27641","Partial excision (craterization, saucerization, or diaphysectomy) of bone (e.g., for osteomyelitis or exostosis); fibula","P","18000","8400","9600","CR2017"
"27645","Radical resection of tumor, bone; tibia","P","23300","12600","10700","CR2756"
"27646","Radical resection of tumor, bone; fibula","P","22660","11760","10900","CR2633"
"27647","Radical resection of tumor, bone; talus or calcaneus","P","23300","12600","10700","CR2757"
"27650","Repair, primary, open or percutaneous, ruptured Achilles tendon;","P","21940","9240","12700","CR2310"
"27652","Repair, primary, open or percutaneous, ruptured Achilles tendon; w/ graft (includes obtaining graft)","P","23300","12600","10700","CR2758"
"27654","Repair, secondary, ruptured Achilles tendon, w/ or w/o graft","P","21820","10920","10900","CR2577"
"27656","Repair, fascial defect of leg","P","5680","1680","4000","CR0533"
"27658","Repair or suture of flexor tendon of leg; primary, w/o graft, single, each","P","15380","7980","7400","CR1898"
"27659","Repair or suture of flexor tendon of leg; secondary w/ or w/o graft, single tendon, each","P","18000","8400","9600","CR2018"
"27664","Repair or suture of extensor tendon of leg; primary, w/o graft, single, each","P","15380","7980","7400","CR1899"
"27665","Repair or suture of extensor tendon of leg; secondary w/ or w/o graft, single tendon, each","P","18000","8400","9600","CR2019"
"27675","Repair for dislocating peroneal tendons; w/o fibular osteotomy","P","18000","8400","9600","CR2020"
"27676","Repair for dislocating peroneal tendons; w/ fibular osteotomy","P","22360","9660","12700","CR2357"
"27680","Tenolysis, including tibia, fibula, and ankle flexor; single","P","18000","8400","9600","CR2021"
"27681","Tenolysis, including tibia, fibula, and ankle flexor; multiple (through same incision), each","P","21940","9240","12700","CR2311"
"27685","Lengthening or shortening of tendon, leg or ankle; single","P","18000","8400","9600","CR2022"
"27686","Lengthening or shortening of tendon, leg or ankle; multiple (through same incision), each","P","18000","8400","9600","CR2023"
"27687","Gastrocnemius recession (e.g., Strayer procedure)","P","14960","7560","7400","CR1854"
"27690","Transfer or transplant of single tendon (w/ muscle redirection or rerouting); superficial (e.g., anterior tibial extensors into midfoot)","P","18420","8820","9600","CR2243"
"27692","Transfer or transplant of single tendon (w/ muscle redirection or rerouting); each additional tendon","P","15380","7980","7400","CR1900"
"27695","Suture, primary, torn, ruptured or severed ligament, ankle; collateral","P","18000","8400","9600","CR2024"
"27696","Suture, primary, torn, ruptured or severed ligament, ankle; both collateral ligaments","P","23300","12600","10700","CR2759"
"27698","Suture, secondary repair, torn, ruptured or severed ligament, ankle, collateral (Watson-Jones procedure)","P","18000","8400","9600","CR2025"
"27700","Arthroplasty, ankle;","P","27120","15120","12000","CR3153"
"27702","Arthroplasty, ankle; w/ implant (""total ankle"")","P","31140","17640","13500","CR3526"
"27703","Arthroplasty, ankle; secondary reconstruction, total ankle","P","37180","18480","18700","CR3558"
"27704","Removal of ankle implant","P","21820","10920","10900","CR2578"
"27705","Osteotomy; tibia","P","21940","9240","12700","CR2312"
"27707","Osteotomy; fibula","P","18000","8400","9600","CR2026"
"27709","Osteotomy; tibia and fibula","P","22660","11760","10900","CR2634"
"27712","Osteotomy; multiple, w/ realignment on intramedullary rod (Sofield type procedure)","P","23720","13020","10700","CR2977"
"27715","Osteoplasty, tibia and fibula, lengthening","P","27960","15960","12000","CR3225"
"27720","Repair of nonunion or malunion, tibia; w/o graft, (e.g., compression technique)","P","18000","8400","9600","CR2027"
"27722","Repair of nonunion or malunion, tibia; w/ sliding graft","P","20980","10080","10900","CR2444"
"27724","Repair of nonunion or malunion, tibia; w/ iliac or other autograft (includes obtaining graft)","P","21820","10920","10900","CR2579"
"27725","Repair of nonunion or malunion, tibia; by synostosis, w/ fibula, any method","P","22660","11760","10900","CR2635"
"27727","Repair of congenital pseudarthrosis, tibia","P","23300","12600","10700","CR2760"
"27730","Epiphyseal arrest by epiphysiodesis or stapling; distal tibia","P","21820","10920","10900","CR2580"
"27732","Epiphyseal arrest by epiphysiodesis or stapling; distal fibula","P","20980","10080","10900","CR2445"
"27734","Epiphyseal arrest by epiphysiodesis or stapling; distal tibia and fibula","P","23300","12600","10700","CR2761"
"27740","Epiphyseal arrest by epiphysiodesis or stapling, combined, proximal and distal tibia and fibula;","P","23300","12600","10700","CR2762"
"27742","Epiphyseal arrest by epiphysiodesis or stapling, combined, proximal and distal tibia and fibula; and distal femur","P","22660","11760","10900","CR2636"
"27745","Prophylactic treatment (nailing, pinning, plating or wiring) w/ or w/o methylmethacrylate, tibia","P","31160","13860","17300","CR3045"
"27750","Closed treatment of tibial shaft fracture (w/ or w/o fibular fracture)","P","12120","6720","5400","CR1580"
"27752","Closed treatment of tibial shaft fracture (with or without fibular fracture); with manipulation, with or without skeletal traction","P","12120","6720","5400","CR1581"
"27756","Percutaneous skeletal fixation of tibial shaft fracture (w/ or w/o fibular fracture) (e.g., pins or screws)","P","21820","10920","10900","CR2581"
"27758","Open treatment of tibial shaft fracture (w/ or w/o fibular fracture) w/ plate/screws, w/ or w/o cerclage","P","22660","11760","10900","CR2618"
"27759","Open treatment of tibial shaft fracture (w/ or w/o fibular fracture) by intramedullary implant, w/ or w/o interlocking screws and/or cerclage","P","27120","15120","12000","CR3089"
"27760","Closed treatment of medial malleolus fracture","P","10960","5460","5500","CR1450"
"27766","Open treatment of medial malleolus fracture, w/ or w/o internal or external fixation","P","12120","6720","5400","CR1582"
"27780","Closed treatment of proximal fibula or shaft fracture","P","10960","5460","5500","CR1451"
"27784","Open treatment of proximal fibula or shaft fracture, w/ or w/o internal or external fixation","P","22660","11760","10900","CR2619"
"27786","Closed treatment of distal fibular fracture (lateral malleolus)","P","10540","5040","5500","CR1350"
"27792","Open treatment of distal fibular fracture (lateral malleolus), w/ or w/o internal or external fixation w/o manipulation","P","20980","10080","10900","CR2373"
"27808","Closed treatment of bimalleolar ankle fracture, (including Potts)","P","12900","6300","6600","CR1520"
"27814","Open treatment of bimalleolar ankle fracture, w/ or w/o internal or external fixation","P","23300","12600","10700","CR2670"
"27816","Closed treatment of trimalleolar ankle fracture","P","23300","12600","10700","CR2671"
"27822","Open treatment of trimalleolar ankle fracture, w/ or w/o internal or external fixation, medial and/or lateral malleolus; w/o fixation of posterior lip","P","23300","12600","10700","CR2672"
"27823","Open treatment of trimalleolar ankle fracture, w/ or w/o internal or external fixation, medial and/or lateral malleolus; w/ fixation of posterior lip","P","23300","12600","10700","CR2673"
"27824","Closed treatment of fracture of weight bearing articular portion of distal tibia (e.g., pilon or tibial plafond)","P","10540","5040","5500","CR1351"
"27826","Open treatment of fracture of weight bearing articular surface/portion of distal tibia (e.g., pilon or tibial plafond), w/ internal or external fixation; of fibula only","P","20980","10080","10900","CR2374"
"27827","Open treatment of fracture of weight bearing articular surface/portion of distal tibia (e.g., pilon or tibial plafond), w/ internal or external fixation; of tibia only","P","21940","9240","12700","CR2260"
"27828","Open treatment of fracture of weight bearing articular surface/portion of distal tibia (e.g., pilon or tibial plafond), w/ internal or external fixation; of both tibia and fibula","P","21820","10920","10900","CR2549"
"27829","Open treatment of distal tibiofibular joint (syndesmosis) disruption, w/ or w/o internal or external fixation","P","20980","10080","10900","CR2375"
"27830","Closed treatment of proximal tibiofibular joint dislocation","P","10960","5460","5500","CR1452"
"27832","Open treatment of proximal tibiofibular joint dislocation, w/ or w/o internal or external fixation, or w/ excision of proximal fibula","P","11980","5880","6100","CR1486"
"27840","Closed treatment of ankle dislocation","P","10960","5460","5500","CR1453"
"27846","Open treatment of ankle dislocation, w/ or w/o percutaneous skeletal fixation; w/o repair or internal fixation","P","22660","11760","10900","CR2620"
"27848","Open treatment of ankle dislocation, w/ or w/o percutaneous skeletal fixation; w/ repair or internal or external fixation","P","23720","13020","10700","CR2972"
"27870","Arthrodesis, ankle, any method","P","18000","8400","9600","CR2028"
"27871","Arthrodesis, tibiofibular joint, proximal or distal","P","21400","10500","10900","CR2513"
"27880","Amputation, leg, through tibia and fibula;","P","30300","16800","13500","CR3240"
"27881","Amputation, leg, through tibia and fibula; w/ immediate fitting technique including application of  cast","P","30740","13440","17300","CR2985"
"27882","Amputation, leg, through tibia and fibula; open, circular (guillotine)","P","18000","8400","9600","CR1919"
"27884","Amputation, leg, through tibia and fibula; secondary closure or scar revision","P","12120","6720","5400","CR1583"
"27886","Amputation, leg, through tibia and fibula; re-amputation","P","23300","12600","10700","CR2674"
"27888","Amputation, ankle, through malleoli of tibia and fibula (Syme, Pirogoff type procedures), w/ plastic closure and resection of nerves","P","23300","12600","10700","CR2675"
"27889","Ankle disarticulation","P","21940","9240","12700","CR2261"
"27892","Decompression fasciotomy, leg; anterior and/or lateral compartments only, w/ debridement of nonviable muscle and/or nerve","P","18000","8400","9600","CR2029"
"27893","Decompression fasciotomy, leg; posterior compartment(s) only, w/ debridement of nonviable muscle and/or nerve","P","18000","8400","9600","CR2030"
"27894","Decompression fasciotomy, leg; anterior and/or lateral, and posterior compartment(s), w/ debridement of nonviable muscle and/or nerve","P","18420","8820","9600","CR2244"
"28001","Incision and drainage, infected bursa, foot","P","5680","1680","4000","CR0534"
"28002","Deep dissection below fascia, for deep infection of foot, w/ or w/o tendon sheath involvement; single bursal space, specify;","P","8260","3360","4900","CR0930"
"28003","Deep dissection below fascia, for deep infection of foot, w/ or w/o tendon sheath involvement; single bursal space, specify; multiple areas","P","9700","4200","5500","CR1103"
"28005","Incision, deep, w/ opening of bone cortex (e.g. for osteomyelitis or bone abscess), foot","P","10540","5040","5500","CR1397"
"28008","Fasciotomy, foot and/or toe","P","12120","6720","5400","CR1663"
"28010","Tenotomy, subcutaneous, toe; single","P","8260","3360","4900","CR0931"
"28011","Tenotomy, subcutaneous, toe; multiple","P","10540","5040","5500","CR1398"
"28020","Arthrotomy, w/ exploration, drainage, or removal of loose or foreign body; intertarsal or tarsometatarsal joint","P","12900","6300","6600","CR1530"
